"","book1","book2","count","years","states"
"1019","Faust I","Prinz Friedrich von Homburg",6,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1020","Faust I","Professor Unrat",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1021","Faust I","Schachnovelle",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1022","Faust I","Sommerhaus, später",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1023","Faust I","Terror",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1024","Faust I","Tod in Venedig",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1025","Faust I","Tonio Kröger",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1026","Faust I","Transit",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1027","Faust I","Woyzeck",15,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SL, SN"
"1028","Franziska Linkerhand","Penthesilea",1,"2009","HH"
"1029","Franziska Linkerhand","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"1030","Franziska Linkerhand","Tauben im Gras",1,"2009, 2013, 2014, 2015","HH, NW"
"1031","Franziska Linkerhand","Vor Sonnenaufgang",1,"2009","HH"
"1032","Frau Jenny Treibel","Halbschatten",1,"2014, 2015, 2016, 2017, 2018","HE"
"1033","Frau Jenny Treibel","Lenz",3,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1034","Frau Jenny Treibel","Mario und der Zauberer",2,"2006, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1035","Frau Jenny Treibel","Medea. Stimmen",2,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"1036","Frau Jenny Treibel","Prinz Friedrich von Homburg",3,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"1037","Früh im Wagen","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2009, 2010","NI"
"1038","Früh im Wagen","Lass rauschen, Lieb, lass rauschen",1,"2009","NI"
"1039","Früh im Wagen","Mondnacht",1,"2009","NI"
"1040","Früh im Wagen","Wünschelrute",1,"2009","NI"
"1041","Furor. Theater der Gegenwart","Heimsuchung",1,"2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1042","Gehen, ging, gegangen","Nathan der Weise",1,"2015, 2016, 2019, 2021, 2022, 2023","BB, BE, NI, NW, SL"
"1043","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Lass rauschen, Lieb, lass rauschen",1,"2009, 2010","NI"
"1044","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Maifest",1,"2009, 2010","NI"
"1045","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Mondnacht",1,"2009, 2010","NI"
"1046","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Von deutscher Baukunst",1,"2009, 2010","NI"
"1047","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Willkommen und Abschied",1,"2009, 2010","NI"
"1048","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen","Wünschelrute",1,"2009, 2010","NI"
"1049","Halbschatten","Lenz",3,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1050","Halbschatten","Prinz Friedrich von Homburg",3,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"1051","Hamlet","Im Krebsgang",4,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","HH, SN"
"1052","Hamlet","In der Strafkolonie",6,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1053","Hamlet","In seiner frühen Kindheit ein Garten",6,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"1054","Hamlet","Jakob der Lügner",8,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","HB, SN"
"1055","Hamlet","Landnahme",6,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"1056","Hamlet","Maria Stuart",14,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"1057","Hamlet","Medea",6,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"1058","Hamlet","Medea. Stimmen",6,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"1059","Hamlet","Michael Kohlhaas",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2026","HB, HE, HH, SH, SN"
"1060","Hamlet","Schachnovelle",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","SN"
"1061","Hamlet","Tonio Kröger",4,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","SN"
"1062","Hamlet","Undine",10,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"1063","Hamlet","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1064","Heeresbericht","Im Westen Nichts Neues",2,"2008, 2009, 2016","HB, NI"
"1065","Heeresbericht","Kabale und Liebe",1,"2007, 2008, 2009, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"1066","Heeresbericht","Lenz",1,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1067","Heeresbericht","Leonce und Lena",1,"2008, 2009, 2010, 2024","HB, NI"
"1068","Heeresbericht","Seeschlacht",2,"2008, 2009","HB"
"1069","Heeresbericht","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1070","Heimsuchung","Hiob",1,"2006, 2014, 2015, 2016, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1071","Heimsuchung","In der Strafkolonie",1,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1072","Heimsuchung","In seiner frühen Kindheit ein Garten",1,"2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1073","Heimsuchung","Kabale und Liebe",1,"2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1074","Heimsuchung","Landnahme",1,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1075","Heimsuchung","Maria Stuart",2,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1076","Heimsuchung","Mario und der Zauberer",2,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1077","Heimsuchung","Medea",1,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1078","Heimsuchung","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1079","Heimsuchung","Michael Kohlhaas",1,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1080","Heimsuchung","Miss Sara Sampson",1,"2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1081","Heimsuchung","Nach Mitternacht",1,"2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1082","Heimsuchung","Undine",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1083","Heimsuchung","Woyzeck",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1084","Heimsuchung","Zehn",1,"2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1085","Heldenplatz","Hiob",1,"2006, 2014, 2015, 2016, 2024, 2025, 2026","NW, SH, SN"
"1086","Heldenplatz","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2021, 2022, 2023, 2024, 2025","BW, HE, SN"
"1087","Heldenplatz","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1088","Heldenplatz","Mephisto",1,"2006","SN"
"1089","Heldenplatz","Tod in Venedig",1,"2006","HH, SN"
"1090","Heldenplatz","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1091","Herkunft","Meine Emancipation",1,"2021, 2022, 2023, 2024, 2025","HB"
"1092","Herkunft","Miss Sara Sampson",2,"2023, 2024, 2025, 2026","HB"
"1093","Herkunft","Nachts ist es leise in Teheran",3,"2023, 2024, 2025","HB"
"1094","Herkunft","Tauben fliegen auf",3,"2023, 2024, 2025","HB"
"1095","Herkunft","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1096","Herr Lehmann","Iphigenie auf Tauris",1,"2006, 2007, 2010, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"1097","Herr Lehmann","Lenz",1,"2007, 2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1098","Herr Lehmann","Leonce und Lena",1,"2009, 2010, 2011, 2024","HB, NI"
"1099","Herr Lehmann","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"1100","Herr Lehmann","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1101","Hikikomori","Jakob der Lügner",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022","HB, SN"
"1102","Hikikomori","Meine Emancipation",2,"2020, 2021, 2022, 2023","HB"
"1103","Hikikomori","Michael Kohlhaas",1,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2022, 2026","HB, HE, HH, SH, SN"
"1104","Hikikomori","Woyzeck",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1105","Hiob","Iphigenie auf Tauris",2,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022, 2024, 2025, 2026","BB, BE, HB, HH, NI, NW, SH, SN"
"1106","Hiob","Kabale und Liebe",6,"2006, 2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH, SN"
"1107","Hiob","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HE, NW, SH, SN"
"1108","Hiob","Maria Stuart",3,"2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NW, SH, SN"
"1109","Hiob","Mario und der Zauberer",2,"2006, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SH, SN"
"1110","Hiob","Mephisto",1,"2006, 2014, 2015, 2016, 2024, 2025, 2026","NW, SH, SN"
"1111","Hiob","Michael Kohlhaas",1,"2006, 2007, 2009, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2024, 2025, 2026","HB, HE, HH, NW, SH, SN"
"1112","Hiob","Tauben im Gras",2,"2006, 2009, 2013, 2014, 2015, 2016, 2024, 2025, 2026","HH, NW, SH, SN"
"1113","Hiob","Tod in Venedig",1,"2006, 2014, 2015, 2016, 2024, 2025, 2026","HH, NW, SH, SN"
"1114","Hiob","Woyzeck",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1115","Hiob","Zehn",2,"2006, 2014, 2015, 2016, 2024, 2025, 2026","NW, SH, SN"
"1116","Homo faber","Leben des Galilei",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BW, HE, SN"
"1117","Homo faber","Woyzeck",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1118","Hälfte des Lebens","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007","NI"
"1119","Hälfte des Lebens","Linguistik",1,"2006","NI"
"1120","Hälfte des Lebens","Mathilde Möhring",1,"2006, 2007","HH, NI"
"1121","Hälfte des Lebens","Prometheus",1,"2006","NI"
"1122","Hälfte des Lebens","Sprachgitter",1,"2006","NI"
"1123","Hälfte des Lebens","Top Dogs",1,"2006","NI"
"1124","Ich fürchte mich so vor der Menschen Wort","Kaspar Hauser Lied",1,"2006, 2007","NI"
"1125","Ich fürchte mich so vor der Menschen Wort","Lenz",1,"2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1126","Ich fürchte mich so vor der Menschen Wort","Linguistik",1,"2006, 2007","NI"
"1127","Ich fürchte mich so vor der Menschen Wort","Mathilde Möhring",1,"2006, 2007","HH, NI"
"1128","Ich fürchte mich so vor der Menschen Wort","Medea. Stimmen",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"1129","Ich fürchte mich so vor der Menschen Wort","Nachtcafé",1,"2006, 2007","NI"
"1130","Ich fürchte mich so vor der Menschen Wort","Prometheus",1,"2006, 2007","NI"
"1131","Ich fürchte mich so vor der Menschen Wort","Schlechte Zeiten für Lyrik",1,"2006, 2007, 2013, 2014","HH, NI"
"1132","Ich fürchte mich so vor der Menschen Wort","Sprachgitter",1,"2006, 2007","NI"
"1133","Ich fürchte mich so vor der Menschen Wort","Top Dogs",1,"2006, 2007","NI"
"1134","Ich fürchte mich so vor der Menschen Wort","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1135","Im Krebsgang","Jakob der Lügner",4,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020","HB, HH, SN"
"1136","Im Krebsgang","Katz und Maus",1,"2006, 2007, 2009, 2010, 2011, 2012, 2022","BB, HH, NI, SN"
"1137","Im Krebsgang","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2021, 2022, 2023, 2024, 2025","BW, HE, HH, SN"
"1138","Im Krebsgang","Maria Stuart",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"1139","Im Krebsgang","Mario und der Zauberer",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1140","Im Krebsgang","Michael Kohlhaas",2,"2006, 2007, 2009, 2010, 2011, 2012, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"1141","Im Krebsgang","Schachnovelle",2,"2006, 2007, 2009, 2010, 2011, 2012","HH, SN"
"1142","Im Krebsgang","Tod in Venedig",1,"2006, 2007, 2009, 2010, 2011, 2012","HH, SN"
"1143","Im Krebsgang","Tonio Kröger",4,"2006, 2007, 2009, 2010, 2011, 2012","HH, SN"
"1144","Im Krebsgang","Woyzeck",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1145","Im Kreise gelausen","Man frage nicht",2,"2013, 2014","HH"
"1146","Im Kreise gelausen","Mein blaues Klavier",1,"2013, 2014","HH"
"1147","Im Kreise gelausen","Räuberbande",2,"2013, 2014","HH"
"1148","Im Kreise gelausen","Schlechte Zeiten für Lyrik",2,"2007, 2013, 2014","HH, NI"
"1149","Im Kreise gelausen","Ziehende Landschaft",2,"2013, 2014","HH"
"1150","Im Westen Nichts Neues","In Stahlgewitter",1,"2008, 2009, 2016","HB, NI"
"1151","Im Westen Nichts Neues","Kabale und Liebe",1,"2007, 2008, 2009, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"1152","Im Westen Nichts Neues","Lenz",1,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1153","Im Westen Nichts Neues","Leonce und Lena",1,"2008, 2009, 2010, 2016, 2024","HB, NI"
"1154","Im Westen Nichts Neues","Seeschlacht",2,"2008, 2009, 2016","HB, NI"
"1155","Im Westen Nichts Neues","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1156","In der Strafkolonie","In seiner frühen Kindheit ein Garten",10,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, SN"
"1157","In der Strafkolonie","Kleiner Mann - was nun?",3,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, NI, SN"
"1158","In der Strafkolonie","Landnahme",10,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1159","In der Strafkolonie","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, SN"
"1160","In der Strafkolonie","Maria Stuart",10,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SH, SN"
"1161","In der Strafkolonie","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1162","In der Strafkolonie","Masse-Mensch",3,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1163","In der Strafkolonie","Medea",10,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1164","In der Strafkolonie","Medea. Stimmen",10,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, NI, SN"
"1165","In der Strafkolonie","Peter Schlemihls wundersame Geschichte",2,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1166","In der Strafkolonie","Undine",10,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1167","In der Strafkolonie","Von morgens bis mitternachts",3,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"1168","In der Strafkolonie","Woyzeck",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1169","In seiner frühen Kindheit ein Garten","Irrungen, Wirrungen",3,"2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"1170","In seiner frühen Kindheit ein Garten","Landnahme",10,"2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"1171","In seiner frühen Kindheit ein Garten","Leben des Galilei",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HE, SN"
"1172","In seiner frühen Kindheit ein Garten","Maria Stuart",12,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"1173","In seiner frühen Kindheit ein Garten","Mario und der Zauberer",1,"2006, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1174","In seiner frühen Kindheit ein Garten","Medea",10,"2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"1175","In seiner frühen Kindheit ein Garten","Medea. Stimmen",13,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"1176","In seiner frühen Kindheit ein Garten","Prinz Friedrich von Homburg",1,"2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, NW, SN"
"1177","In seiner frühen Kindheit ein Garten","Undine",10,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"1178","In seiner frühen Kindheit ein Garten","Woyzeck",6,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1179","Iphigenie auf Tauris","Italienische Reise",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"1180","Iphigenie auf Tauris","Kabale und Liebe",3,"2006, 2007, 2008, 2011, 2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, NW, SH"
"1181","Iphigenie auf Tauris","Katz und Maus",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"1182","Iphigenie auf Tauris","Maria Stuart",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, NW, SH, SN"
