"","book1","book2","count","years","states"
"8736","Der gute Gott von Manhattan","In seiner frühen Kindheit ein Garten",1,"2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HE, SN"
"8737","Der gute Gott von Manhattan","Ingrid Babendererde. Reifeprüfung 1953",1,"2017, 2021","BW, NI"
"8738","Der gute Gott von Manhattan","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, BW, HB, HH, NI, NW"
"8739","Der gute Gott von Manhattan","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2018, 2021","BW, HE, NI"
"8740","Der gute Gott von Manhattan","Italienische Reise",1,"2021","BW, NI"
"8741","Der gute Gott von Manhattan","Jakob der Lügner",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021","BW, HB, SN"
"8742","Der gute Gott von Manhattan","Kabale und Liebe",1,"2007, 2008, 2013, 2014, 2015, 2016, 2021, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SH"
"8743","Der gute Gott von Manhattan","Kaspar Hauser Lied",1,"2007, 2021","BW, NI"
"8744","Der gute Gott von Manhattan","Katz und Maus",1,"2006, 2021, 2022","BB, BW, HH, NI"
"8745","Der gute Gott von Manhattan","Klein Zaches genannt Zinnober",1,"2015, 2016, 2021","BB, BE, BW"
"8746","Der gute Gott von Manhattan","Kleiner Mann - was nun?",1,"2014, 2015, 2016, 2020, 2021","BW, HB, NI"
"8747","Der gute Gott von Manhattan","König Ödipus",1,"2015, 2016, 2021","BW, HH"
"8748","Der gute Gott von Manhattan","Landnahme",1,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, SN"
"8749","Der gute Gott von Manhattan","Lass rauschen, Lieb, lass rauschen",1,"2009, 2021","BW, NI"
"8750","Der gute Gott von Manhattan","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2021, 2022, 2023, 2024, 2025","BW, HE, SN"
"8751","Der gute Gott von Manhattan","Lenz",1,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2021","BW, HB, HE, NI"
"8752","Der gute Gott von Manhattan","Leonce und Lena",1,"2009, 2010, 2021, 2024","BW, HB, NI"
"8753","Der gute Gott von Manhattan","Linguistik",1,"2006, 2021","BW, NI"
"8754","Der gute Gott von Manhattan","Lob des Lernens",1,"2011, 2021","BW, NI"
"8755","Der gute Gott von Manhattan","Lob des Zweifels",1,"2011, 2021","BW, NI"
"8756","Der gute Gott von Manhattan","Maifest",1,"2010, 2021","BW, NI"
"8757","Der gute Gott von Manhattan","Man frage nicht",1,"2013, 2014, 2021","BW, HH"
"8758","Der gute Gott von Manhattan","Maria Magdalena",1,"2019, 2020, 2021","BW, HH"
"8759","Der gute Gott von Manhattan","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SH, SN"
"8760","Der gute Gott von Manhattan","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"8761","Der gute Gott von Manhattan","Masse-Mensch",1,"2014, 2015, 2016, 2021","BW, HB"
"8762","Der gute Gott von Manhattan","Mathilde Möhring",1,"2006, 2007, 2021","BW, HH, NI"
"8763","Der gute Gott von Manhattan","Medea",1,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, SN"
"8764","Der gute Gott von Manhattan","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HE, NI, SN"
"8765","Der gute Gott von Manhattan","Mein blaues Klavier",1,"2014, 2021","BW, HH"
"8766","Der gute Gott von Manhattan","Meine Emancipation",1,"2021, 2022, 2023","BW, HB"
"8767","Der gute Gott von Manhattan","Mephisto",1,"2006, 2021","BW, SN"
"8768","Der gute Gott von Manhattan","Michael Kohlhaas",1,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","BW, HB, HE, HH, SH, SN"
"8769","Der gute Gott von Manhattan","Miss Sara Sampson",1,"2021, 2024, 2025, 2026","BW, HB"
"8770","Der gute Gott von Manhattan","Mondnacht",1,"2009, 2021","BW, NI"
"8771","Der gute Gott von Manhattan","Mutterliebe",1,"2011, 2021","BW, NI"
"8772","Der gute Gott von Manhattan","Nach Mitternacht",1,"2021, 2026","BW, HB"
"8773","Der gute Gott von Manhattan","Nachtcafé",1,"2007, 2021","BW, NI"
"8774","Der gute Gott von Manhattan","Nachts ist es leise in Teheran",1,"2021, 2023, 2024, 2025","BW, HB"
"8775","Der gute Gott von Manhattan","Nathan der Weise",1,"2015, 2016, 2019, 2021, 2022, 2023","BB, BE, BW, NI, NW, SL"
"8776","Der gute Gott von Manhattan","Penthesilea",1,"2009, 2021","BW, HH"
"8777","Der gute Gott von Manhattan","Peter Schlemihls wundersame Geschichte",1,"2015, 2016, 2017, 2021","BW, HB"
"8778","Der gute Gott von Manhattan","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018, 2021","BW, HE, HH, NW"
"8779","Der gute Gott von Manhattan","Professor Unrat",1,"2008, 2021","BW, HH"
"8780","Der gute Gott von Manhattan","Prometheus",1,"2006, 2021","BW, NI"
"8781","Der gute Gott von Manhattan","Räuberbande",1,"2013, 2014, 2021","BW, HH"
"8782","Der gute Gott von Manhattan","Römische Elegien",1,"2012, 2021","BW, NI"
"8783","Der gute Gott von Manhattan","Schachnovelle",1,"2007, 2009, 2021","BW, SN"
"8784","Der gute Gott von Manhattan","Schlechte Zeiten für Lyrik",1,"2007, 2013, 2014, 2021","BW, HH, NI"
"8785","Der gute Gott von Manhattan","Seeschlacht",1,"2008, 2009, 2021","BW, HB"
"8786","Der gute Gott von Manhattan","Sommerhaus, später",1,"2019, 2021","BW, NW"
"8787","Der gute Gott von Manhattan","Sprachgitter",1,"2006, 2021","BW, NI"
"8788","Der gute Gott von Manhattan","Tauben fliegen auf",1,"2021, 2023, 2024, 2025","BW, HB"
"8789","Der gute Gott von Manhattan","Tauben im Gras",1,"2009, 2013, 2014, 2015, 2021","BW, HH, NW"
"8790","Der gute Gott von Manhattan","Terror",1,"2021, 2022, 2023","BW, SL"
"8791","Der gute Gott von Manhattan","Tod in Venedig",1,"2006, 2021","BW, HH, SN"
"8792","Der gute Gott von Manhattan","Tonio Kröger",1,"2009, 2010, 2011, 2012, 2021","BW, SN"
"8793","Der gute Gott von Manhattan","Top Dogs",1,"2006, 2021","BW, NI"
"8794","Der gute Gott von Manhattan","Transit",1,"2021, 2022","BW, HH"
"8795","Der gute Gott von Manhattan","Under der linden",1,"2012, 2021","BW, NI"
"8796","Der gute Gott von Manhattan","Undine",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, SN"
"8797","Der gute Gott von Manhattan","Unter der Drachenwand",1,"2021, 2022, 2023, 2024, 2025","BW, NI, NW"
"8798","Der gute Gott von Manhattan","Verbrechen",1,"2017, 2018, 2021","BW, HH"
"8799","Der gute Gott von Manhattan","Von deutscher Baukunst",1,"2010, 2021","BW, NI"
"8800","Der gute Gott von Manhattan","Von morgens bis mitternachts",1,"2014, 2015, 2016, 2021","BW, HB"
"8801","Der gute Gott von Manhattan","Vor Sonnenaufgang",1,"2009, 2021","BW, HH"
"8802","Der gute Gott von Manhattan","Vor dem Fest",1,"2019, 2020, 2021","BW, HH"
"8803","Der gute Gott von Manhattan","Weh dem, der aus der Reihe tanzt",1,"2021","BW, SL"
"8804","Der gute Gott von Manhattan","Willkommen und Abschied",1,"2010, 2021","BW, NI"
"8805","Der gute Gott von Manhattan","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"8806","Der gute Gott von Manhattan","Wünschelrute",1,"2009, 2021","BW, NI"
"8807","Der gute Gott von Manhattan","Zehn",1,"2021, 2024, 2026","BW, SH"
"8808","Der gute Gott von Manhattan","Ziehende Landschaft",1,"2013, 2014, 2021","BW, HH"
"8809","Der gute Mensch von Sezuan","Der Hessische Landbote",1,"2017, 2018, 2019, 2021, 2022, 2023, 2025","HB, NI"
"8810","Der gute Mensch von Sezuan","Der Hofmeister",1,"2010, 2017, 2018, 2019","HB, HH"
"8811","Der gute Mensch von Sezuan","Der Philister vor, in und nach der Geschichte",1,"2017, 2018, 2019, 2022","HB, NI"
"8812","Der gute Mensch von Sezuan","Der Process",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2026","HB, HE, NW, SN"
"8813","Der gute Mensch von Sezuan","Der Russe ist einer, der Birken liebt",1,"2017, 2018, 2019, 2023, 2024, 2025","HB"
"8814","Der gute Mensch von Sezuan","Der Sandmann",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"8815","Der gute Mensch von Sezuan","Der Sonntag, an dem ich Weltmeister wurde",1,"2010, 2017, 2018, 2019","HB, HH"
"8816","Der gute Mensch von Sezuan","Der Spinnerin Nachtlied",1,"2009, 2012, 2017, 2018, 2019","HB, NI"
"8817","Der gute Mensch von Sezuan","Der Steppenwolf",1,"2007, 2009, 2010, 2011, 2012, 2017, 2018, 2019, 2020, 2021, 2022","BW, HB, SN"
"8818","Der gute Mensch von Sezuan","Der Trafikant",1,"2017, 2018, 2019, 2021, 2022, 2023, 2024, 2025","BW, HB, NW"
"8819","Der gute Mensch von Sezuan","Der Untertan",1,"2017, 2018, 2019, 2023, 2024","HB, HH, NI"
"8820","Der gute Mensch von Sezuan","Der Verbrecher aus verlorener Ehre",1,"2017, 2018, 2019","HB, HH"
"8821","Der gute Mensch von Sezuan","Der Verlorene",1,"2017, 2018, 2019, 2021","BW, HB"
"8822","Der gute Mensch von Sezuan","Der Verschollene",1,"2015, 2016, 2017, 2018, 2019, 2023, 2024, 2025, 2026","BW, HB, HH, SH"
"8823","Der gute Mensch von Sezuan","Der Vorleser",1,"2006, 2017, 2018, 2019","BB, HB, SN"
"8824","Der gute Mensch von Sezuan","Der Zauberlehrling",1,"2011, 2017, 2018, 2019","HB, NI"
"8825","Der gute Mensch von Sezuan","Der zerbrochne Krug",1,"2015, 2016, 2017, 2018, 2019, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"8826","Der gute Mensch von Sezuan","Deutschland. Ein Wintermärchen",1,"2006, 2017, 2018, 2019, 2021, 2022, 2023","HB, HH"
"8827","Der gute Mensch von Sezuan","Die Berliner Antigone",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","HB, SN"
"8828","Der gute Mensch von Sezuan","Die Blechtrommel",1,"2006, 2017, 2018, 2019","BB, HB"
"8829","Der gute Mensch von Sezuan","Die Dreigroschenoper",1,"2017, 2018, 2019","HB"
"8830","Der gute Mensch von Sezuan","Die Furcht vor der Freiheit",1,"2017, 2018, 2019, 2025, 2026","HB"
"8831","Der gute Mensch von Sezuan","Die Horen",1,"2017, 2018, 2019, 2021","HB, NI"
"8832","Der gute Mensch von Sezuan","Die Jahre der Liebe",1,"2011, 2017, 2018, 2019","HB, HH"
"8833","Der gute Mensch von Sezuan","Die Judenbuche",1,"2017, 2018, 2019","HB, HH"
"8834","Der gute Mensch von Sezuan","Die Jungfrau von Orleans",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019","HB, HE"
"8835","Der gute Mensch von Sezuan","Die Kindermörderin",1,"2008, 2017, 2018, 2019","HB"
"8836","Der gute Mensch von Sezuan","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2013, 2014, 2017, 2018, 2019","HB, HH, NI"
"8837","Der gute Mensch von Sezuan","Die Marquise von O.",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, NW"
"8838","Der gute Mensch von Sezuan","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","HB, HE, NI, SN"
"8839","Der gute Mensch von Sezuan","Die Ratten",1,"2009, 2010, 2017, 2018, 2019","HB, NI"
"8840","Der gute Mensch von Sezuan","Die Räuber",1,"2011, 2012, 2017, 2018, 2019","HB, HH"
"8841","Der gute Mensch von Sezuan","Die Soldaten",1,"2008, 2010, 2017, 2018, 2019","HB, HH"
"8842","Der gute Mensch von Sezuan","Die Verwandlung",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"8843","Der gute Mensch von Sezuan","Die heilige Johanna der Schlachthöfe",1,"2016, 2017, 2018, 2019","HB, HE"
"8844","Der gute Mensch von Sezuan","Die letzten Tage der Menschheit",1,"2009, 2017, 2018, 2019","HB"
"8845","Der gute Mensch von Sezuan","Die unwürdige Greisin",1,"2017, 2018, 2019","HB"
"8846","Der gute Mensch von Sezuan","Die verlorene Ehre der Katharina Blum",1,"2017, 2018, 2019","HB, HH"
"8847","Der gute Mensch von Sezuan","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012, 2017, 2018, 2019","HB, HE, HH, NI"
"8848","Der gute Mensch von Sezuan","Effi Briest",1,"2006, 2007, 2008, 2017, 2018, 2019, 2024, 2025, 2026","HB, HE, HH, SH, SN"
"8849","Der gute Mensch von Sezuan","Ein Volksfeind",1,"2011, 2017, 2018, 2019","HB, NI"
"8850","Der gute Mensch von Sezuan","Ein Wort",1,"2006, 2007, 2017, 2018, 2019","HB, NI"
"8851","Der gute Mensch von Sezuan","Ein apokalyptisches Fragment",1,"2009, 2017, 2018, 2019","HB, NI"
"8852","Der gute Mensch von Sezuan","Einer",1,"2010, 2017, 2018, 2019","HB, HH"
"8853","Der gute Mensch von Sezuan","Emigranten-Monolog",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"8854","Der gute Mensch von Sezuan","Emilia Galotti",1,"2007, 2009, 2017, 2018, 2019, 2020, 2024, 2025, 2026","HB, HH, SN"
"8855","Der gute Mensch von Sezuan","Entdeckung an einer jungen Frau",1,"2012, 2017, 2018, 2019","HB, NI"
"8856","Der gute Mensch von Sezuan","Erstes Leid",1,"2014, 2017, 2018, 2019","HB, NI"
"8857","Der gute Mensch von Sezuan","Fabian. Die Geschichte eines Moralisten",1,"2017, 2018, 2019, 2020","HB, NI"
"8858","Der gute Mensch von Sezuan","Faserland",1,"2010, 2011, 2013, 2017, 2018, 2019","HB, NI"
"8859","Der gute Mensch von Sezuan","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"8860","Der gute Mensch von Sezuan","Faust II",1,"2015, 2017, 2018, 2019","HB, NI"
"8861","Der gute Mensch von Sezuan","Franziska Linkerhand",1,"2009, 2017, 2018, 2019","HB, HH"
"8862","Der gute Mensch von Sezuan","Frau Jenny Treibel",1,"2014, 2015, 2016, 2017, 2018, 2019","HB, HE"
"8863","Der gute Mensch von Sezuan","Früh im Wagen",1,"2009, 2017, 2018, 2019","HB, NI"
"8864","Der gute Mensch von Sezuan","Furor. Theater der Gegenwart",1,"2017, 2018, 2019, 2026","HB, SL"
"8865","Der gute Mensch von Sezuan","Gehen, ging, gegangen",1,"2017, 2018, 2019","HB, NI"
"8866","Der gute Mensch von Sezuan","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2009, 2010, 2017, 2018, 2019","HB, NI"
"8867","Der gute Mensch von Sezuan","Halbschatten",1,"2016, 2017, 2018, 2019","HB, HE"
"8868","Der gute Mensch von Sezuan","Hamlet",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","HB, SN"
"8869","Der gute Mensch von Sezuan","Heeresbericht",1,"2008, 2009, 2017, 2018, 2019","HB"
"8870","Der gute Mensch von Sezuan","Heimsuchung",1,"2017, 2018, 2019, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"8871","Der gute Mensch von Sezuan","Heldenplatz",1,"2006, 2017, 2018, 2019","HB, SN"
"8872","Der gute Mensch von Sezuan","Herkunft",1,"2017, 2018, 2019, 2023, 2024, 2025","HB"
"8873","Der gute Mensch von Sezuan","Herr Lehmann",1,"2010, 2011, 2017, 2018, 2019","HB"
"8874","Der gute Mensch von Sezuan","Hikikomori",1,"2017, 2018, 2019, 2020, 2021, 2022","HB"
"8875","Der gute Mensch von Sezuan","Hiob",1,"2006, 2014, 2015, 2016, 2017, 2018, 2019, 2024, 2025, 2026","HB, NW, SH, SN"
"8876","Der gute Mensch von Sezuan","Homo faber",1,"2007, 2008, 2017, 2018, 2019","BW, HB, HE"
"8877","Der gute Mensch von Sezuan","Hälfte des Lebens",1,"2006, 2017, 2018, 2019","HB, NI"
"8878","Der gute Mensch von Sezuan","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2017, 2018, 2019","HB, NI"
"8879","Der gute Mensch von Sezuan","Im Krebsgang",1,"2006, 2007, 2009, 2010, 2011, 2012, 2017, 2018, 2019","HB, HH, SN"
"8880","Der gute Mensch von Sezuan","Im Kreise gelausen",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"8881","Der gute Mensch von Sezuan","Im Westen Nichts Neues",1,"2008, 2009, 2016, 2017, 2018, 2019","HB, NI"
"8882","Der gute Mensch von Sezuan","In Stahlgewitter",1,"2016, 2017, 2018, 2019","HB, NI"
"8883","Der gute Mensch von Sezuan","In der Strafkolonie",1,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"8884","Der gute Mensch von Sezuan","In seiner frühen Kindheit ein Garten",1,"2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, SN"
"8885","Der gute Mensch von Sezuan","Ingrid Babendererde. Reifeprüfung 1953",1,"2017, 2018, 2019","HB, NI"
"8886","Der gute Mensch von Sezuan","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2021, 2022","BB, BE, HB, HH, NI, NW"
"8887","Der gute Mensch von Sezuan","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019","HB, HE, NI"
"8888","Der gute Mensch von Sezuan","Italienische Reise",1,"2017, 2018, 2019, 2021","HB, NI"
"8889","Der gute Mensch von Sezuan","Jakob der Lügner",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020","HB, SN"
"8890","Der gute Mensch von Sezuan","Kabale und Liebe",1,"2007, 2008, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"8891","Der gute Mensch von Sezuan","Kaspar Hauser Lied",1,"2007, 2017, 2018, 2019","HB, NI"
"8892","Der gute Mensch von Sezuan","Katz und Maus",1,"2006, 2017, 2018, 2019, 2022","BB, HB, HH, NI"
"8893","Der gute Mensch von Sezuan","Klein Zaches genannt Zinnober",1,"2015, 2016, 2017, 2018, 2019","BB, BE, HB"
"8894","Der gute Mensch von Sezuan","Kleiner Mann - was nun?",1,"2014, 2015, 2016, 2017, 2018, 2019, 2020","HB, NI"
"8895","Der gute Mensch von Sezuan","König Ödipus",1,"2015, 2016, 2017, 2018, 2019","HB, HH"
"8896","Der gute Mensch von Sezuan","Landnahme",1,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, SN"
"8897","Der gute Mensch von Sezuan","Lass rauschen, Lieb, lass rauschen",1,"2009, 2017, 2018, 2019","HB, NI"
"8898","Der gute Mensch von Sezuan","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018, 2019, 2021, 2022, 2023, 2024, 2025","BW, HB, HE, SN"
"8899","Der gute Mensch von Sezuan","Lenz",1,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2019","HB, HE, NI"
"8900","Der gute Mensch von Sezuan","Leonce und Lena",1,"2009, 2010, 2017, 2018, 2019, 2024","HB, NI"
"8901","Der gute Mensch von Sezuan","Linguistik",1,"2006, 2017, 2018, 2019","HB, NI"
"8902","Der gute Mensch von Sezuan","Lob des Lernens",1,"2011, 2017, 2018, 2019","HB, NI"
"8903","Der gute Mensch von Sezuan","Lob des Zweifels",1,"2011, 2017, 2018, 2019","HB, NI"
"8904","Der gute Mensch von Sezuan","Maifest",1,"2010, 2017, 2018, 2019","HB, NI"
"8905","Der gute Mensch von Sezuan","Man frage nicht",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"8906","Der gute Mensch von Sezuan","Maria Magdalena",1,"2017, 2018, 2019, 2020","HB, HH"
"8907","Der gute Mensch von Sezuan","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"8908","Der gute Mensch von Sezuan","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2017, 2018, 2019, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"8909","Der gute Mensch von Sezuan","Masse-Mensch",1,"2014, 2015, 2016, 2017, 2018, 2019","HB"
"8910","Der gute Mensch von Sezuan","Mathilde Möhring",1,"2006, 2007, 2017, 2018, 2019","HB, HH, NI"
"8911","Der gute Mensch von Sezuan","Medea",1,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, SN"
"8912","Der gute Mensch von Sezuan","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NI, SN"
"8913","Der gute Mensch von Sezuan","Mein blaues Klavier",1,"2014, 2017, 2018, 2019","HB, HH"
"8914","Der gute Mensch von Sezuan","Meine Emancipation",1,"2017, 2018, 2019, 2021, 2022, 2023","HB"
"8915","Der gute Mensch von Sezuan","Mephisto",1,"2006, 2017, 2018, 2019","HB, SN"
"8916","Der gute Mensch von Sezuan","Michael Kohlhaas",1,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"8917","Der gute Mensch von Sezuan","Miss Sara Sampson",1,"2017, 2018, 2019, 2024, 2025, 2026","HB"
"8918","Der gute Mensch von Sezuan","Mondnacht",1,"2009, 2017, 2018, 2019","HB, NI"
"8919","Der gute Mensch von Sezuan","Mutterliebe",1,"2011, 2017, 2018, 2019","HB, NI"
"8920","Der gute Mensch von Sezuan","Nach Mitternacht",1,"2017, 2018, 2019, 2026","HB"
"8921","Der gute Mensch von Sezuan","Nachtcafé",1,"2007, 2017, 2018, 2019","HB, NI"
"8922","Der gute Mensch von Sezuan","Nachts ist es leise in Teheran",1,"2017, 2018, 2019, 2023, 2024, 2025","HB"
"8923","Der gute Mensch von Sezuan","Nathan der Weise",1,"2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023","BB, BE, HB, NI, NW, SL"
"8924","Der gute Mensch von Sezuan","Penthesilea",1,"2009, 2017, 2018, 2019","HB, HH"
"8925","Der gute Mensch von Sezuan","Peter Schlemihls wundersame Geschichte",1,"2015, 2016, 2017, 2018, 2019","HB"
"8926","Der gute Mensch von Sezuan","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019","HB, HE, HH, NW"
"8927","Der gute Mensch von Sezuan","Professor Unrat",1,"2008, 2017, 2018, 2019","HB, HH"
"8928","Der gute Mensch von Sezuan","Prometheus",1,"2006, 2017, 2018, 2019","HB, NI"
"8929","Der gute Mensch von Sezuan","Räuberbande",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"8930","Der gute Mensch von Sezuan","Römische Elegien",1,"2012, 2017, 2018, 2019, 2021","HB, NI"
"8931","Der gute Mensch von Sezuan","Schachnovelle",1,"2007, 2009, 2017, 2018, 2019","HB, SN"
"8932","Der gute Mensch von Sezuan","Schlechte Zeiten für Lyrik",1,"2007, 2013, 2014, 2017, 2018, 2019","HB, HH, NI"
"8933","Der gute Mensch von Sezuan","Seeschlacht",1,"2008, 2009, 2017, 2018, 2019","HB"
"8934","Der gute Mensch von Sezuan","Sommerhaus, später",1,"2017, 2018, 2019","HB, NW"
"8935","Der gute Mensch von Sezuan","Sprachgitter",1,"2006, 2017, 2018, 2019","HB, NI"
"8936","Der gute Mensch von Sezuan","Tauben fliegen auf",1,"2017, 2018, 2019, 2023, 2024, 2025","HB"
"8937","Der gute Mensch von Sezuan","Tauben im Gras",1,"2009, 2013, 2014, 2015, 2017, 2018, 2019","HB, HH, NW"
"8938","Der gute Mensch von Sezuan","Terror",1,"2017, 2018, 2019, 2022, 2023","HB, SL"
"8939","Der gute Mensch von Sezuan","Tod in Venedig",1,"2006, 2017, 2018, 2019","HB, HH, SN"
"8940","Der gute Mensch von Sezuan","Tonio Kröger",1,"2009, 2010, 2011, 2012, 2017, 2018, 2019","HB, SN"
"8941","Der gute Mensch von Sezuan","Top Dogs",1,"2006, 2017, 2018, 2019","HB, NI"
"8942","Der gute Mensch von Sezuan","Transit",1,"2017, 2018, 2019, 2021, 2022","HB, HH"
"8943","Der gute Mensch von Sezuan","Under der linden",1,"2012, 2017, 2018, 2019","HB, NI"
"8944","Der gute Mensch von Sezuan","Undine",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, SN"
"8945","Der gute Mensch von Sezuan","Unter der Drachenwand",1,"2017, 2018, 2019, 2022, 2023, 2024, 2025","HB, NI, NW"
"8946","Der gute Mensch von Sezuan","Verbrechen",1,"2017, 2018, 2019","HB, HH"
"8947","Der gute Mensch von Sezuan","Von deutscher Baukunst",1,"2010, 2017, 2018, 2019","HB, NI"
"8948","Der gute Mensch von Sezuan","Von morgens bis mitternachts",1,"2014, 2015, 2016, 2017, 2018, 2019","HB"
"8949","Der gute Mensch von Sezuan","Vor Sonnenaufgang",1,"2009, 2017, 2018, 2019","HB, HH"
"8950","Der gute Mensch von Sezuan","Vor dem Fest",1,"2017, 2018, 2019, 2020","HB, HH"
"8951","Der gute Mensch von Sezuan","Weh dem, der aus der Reihe tanzt",1,"2017, 2018, 2019, 2021","HB, SL"
"8952","Der gute Mensch von Sezuan","Willkommen und Abschied",1,"2010, 2017, 2018, 2019","HB, NI"
"8953","Der gute Mensch von Sezuan","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"8954","Der gute Mensch von Sezuan","Wünschelrute",1,"2009, 2017, 2018, 2019","HB, NI"
"8955","Der gute Mensch von Sezuan","Zehn",1,"2017, 2018, 2019, 2024, 2026","HB, SH"
"8956","Der gute Mensch von Sezuan","Ziehende Landschaft",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
