"","book1","book2","count","years","states"
"1","Abendstimmung in Scheveningen","Abschied von den Eltern",1,"2010, 2013, 2014","HH"
"2","Abendstimmung in Scheveningen","Ach Liebste / laß uns eilen",1,"2012, 2013, 2014","HH, NI"
"3","Abendstimmung in Scheveningen","Agnes",1,"2013, 2014, 2017, 2018","BW, HH"
"4","Abendstimmung in Scheveningen","An die Nachgeborenen",1,"2007, 2013, 2014","HH, NI"
"5","Abendstimmung in Scheveningen","Anekdote aus dem letzten preußischen Kriege",1,"2011, 2013, 2014","HH, NI"
"6","Abendstimmung in Scheveningen","Ansichten eines Clowns",1,"2009, 2013, 2014","HH"
"7","Abendstimmung in Scheveningen","Antigone",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","BB, HH, SN"
"8","Abendstimmung in Scheveningen","Appell an den Geist",1,"2013, 2014, 2023","HH, NI"
"9","Abendstimmung in Scheveningen","Aus dem Leben eines Taugenichts",1,"2010, 2011, 2013, 2014, 2015, 2016, 2017, 2019, 2020, 2021","HB, HE, HH"
"10","Abendstimmung in Scheveningen","Bahnwärter Thiel",1,"2006, 2007, 2013, 2014, 2017, 2018, 2024, 2025, 2026","HH, NI, SL, SN"
"11","Abendstimmung in Scheveningen","Bei den weißen Stiefmütterchen",1,"2012, 2013, 2014","HH, NI"
"12","Abendstimmung in Scheveningen","Bekenntnisse des Hochstaplers Felix Krull",1,"2008, 2011, 2012, 2013, 2014, 2023","BW, HH, NI"
"13","Abendstimmung in Scheveningen","Berlin Alexanderplatz",1,"2013, 2014, 2015, 2016, 2020","HB, HH, NI"
"14","Abendstimmung in Scheveningen","Blüthenstaub",1,"2013, 2014, 2022","HH, NI"
"15","Abendstimmung in Scheveningen","Brief an den Prinzen friedrich Christian II",1,"2013, 2014, 2021","HH, NI"
"16","Abendstimmung in Scheveningen","Brief des Lord Chandos",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, HH, NI, NW"
"17","Abendstimmung in Scheveningen","Bruder Hitler",1,"2013, 2014, 2023","HH, NI"
"18","Abendstimmung in Scheveningen","Buddenbrooks",1,"2007, 2008, 2009, 2010, 2013, 2014","HE, HH, NW"
"19","Abendstimmung in Scheveningen","Corpus Delicti",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SL, SN"
"20","Abendstimmung in Scheveningen","Dantons Tod",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"21","Abendstimmung in Scheveningen","Das Erdbeben in Chili",1,"2011, 2013, 2014","HH, NI"
"22","Abendstimmung in Scheveningen","Das Feuer",1,"2008, 2009, 2013, 2014","HB, HH"
"23","Abendstimmung in Scheveningen","Das Göttliche",1,"2006, 2013, 2014, 2023, 2024, 2025, 2026","HH, NI, SH"
"24","Abendstimmung in Scheveningen","Das Haus in der Dorotheenstraße",1,"2013, 2014, 2019, 2020, 2021","HH, NW"
"25","Abendstimmung in Scheveningen","Das Marmorbild",1,"2007, 2008, 2009, 2013, 2014, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, HH, NI"
"26","Abendstimmung in Scheveningen","Das Muschelessen",1,"2010, 2013, 2014","HH"
"27","Abendstimmung in Scheveningen","Das Parfum",1,"2013, 2014, 2015, 2016, 2017, 2018","HE, HH"
"28","Abendstimmung in Scheveningen","Das Schloss",1,"2013, 2014, 2015, 2016","HB, HH"
"29","Abendstimmung in Scheveningen","Das Schloss Dürande",1,"2013, 2014, 2022","BB, BE, HH"
"30","Abendstimmung in Scheveningen","Das Urteil",1,"2011, 2012, 2013, 2014","HE, HH"
"31","Abendstimmung in Scheveningen","Das kunstseidene Mädchen",1,"2006, 2013, 2014, 2025, 2026","HH, NI"
"32","Abendstimmung in Scheveningen","Der Augsburger Kreidekreis",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"33","Abendstimmung in Scheveningen","Der Besuch der alten Dame",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HH, SN"
"34","Abendstimmung in Scheveningen","Der Findling",1,"2012, 2013, 2014","HH"
"35","Abendstimmung in Scheveningen","Der Hessische Landbote",1,"2013, 2014, 2021, 2022, 2023, 2025","HB, HH, NI"
"36","Abendstimmung in Scheveningen","Der Hofmeister",1,"2010, 2013, 2014","HH"
"37","Abendstimmung in Scheveningen","Der Philister vor, in und nach der Geschichte",1,"2013, 2014, 2022","HH, NI"
"38","Abendstimmung in Scheveningen","Der Process",1,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, HH, NW, SN"
"39","Abendstimmung in Scheveningen","Der Russe ist einer, der Birken liebt",1,"2013, 2014, 2023, 2024, 2025","HB, HH"
"40","Abendstimmung in Scheveningen","Der Sandmann",1,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, HH, NW, SN"
"41","Abendstimmung in Scheveningen","Der Sonntag, an dem ich Weltmeister wurde",1,"2010, 2013, 2014","HH"
"42","Abendstimmung in Scheveningen","Der Spinnerin Nachtlied",1,"2009, 2012, 2013, 2014","HH, NI"
"43","Abendstimmung in Scheveningen","Der Steppenwolf",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2019, 2020, 2021, 2022","BW, HH, SN"
"44","Abendstimmung in Scheveningen","Der Trafikant",1,"2013, 2014, 2021, 2022, 2023, 2024, 2025","BW, HH, NW"
"45","Abendstimmung in Scheveningen","Der Untertan",1,"2013, 2014, 2023, 2024","HH, NI"
"46","Abendstimmung in Scheveningen","Der Verbrecher aus verlorener Ehre",1,"2013, 2014, 2017, 2018","HH"
"47","Abendstimmung in Scheveningen","Der Verlorene",1,"2013, 2014, 2021","BW, HH"
"48","Abendstimmung in Scheveningen","Der Verschollene",1,"2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","BW, HH, SH"
"49","Abendstimmung in Scheveningen","Der Vorleser",1,"2006, 2013, 2014","BB, HH, SN"
"50","Abendstimmung in Scheveningen","Der Zauberlehrling",1,"2011, 2013, 2014","HH, NI"
"51","Abendstimmung in Scheveningen","Der blonde Eckbert",1,"2010, 2011, 2012, 2013, 2014","HH, SN"
"52","Abendstimmung in Scheveningen","Der ewige Spießer",1,"2013, 2014, 2025","HH, NI"
"53","Abendstimmung in Scheveningen","Der goldne Topf",1,"2013, 2014, 2019, 2020, 2021, 2022","BW, HH, NI"
"54","Abendstimmung in Scheveningen","Der gute Gott von Manhattan",1,"2013, 2014, 2021","BW, HH"
"55","Abendstimmung in Scheveningen","Der gute Mensch von Sezuan",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"56","Abendstimmung in Scheveningen","Der zerbrochne Krug",1,"2013, 2014, 2015, 2016, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"57","Abendstimmung in Scheveningen","Deutschland. Ein Wintermärchen",1,"2006, 2013, 2014, 2017, 2018, 2021, 2022, 2023","HB, HH"
"58","Abendstimmung in Scheveningen","Die Berliner Antigone",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HH, SN"
"59","Abendstimmung in Scheveningen","Die Blechtrommel",1,"2006, 2013, 2014","BB, HH"
"60","Abendstimmung in Scheveningen","Die Dreigroschenoper",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"61","Abendstimmung in Scheveningen","Die Furcht vor der Freiheit",1,"2013, 2014, 2025, 2026","HB, HH"
"62","Abendstimmung in Scheveningen","Die Horen",1,"2013, 2014, 2021","HH, NI"
"63","Abendstimmung in Scheveningen","Die Jahre der Liebe",1,"2011, 2013, 2014","HH"
"64","Abendstimmung in Scheveningen","Die Judenbuche",1,"2013, 2014, 2017, 2018","HH"
"65","Abendstimmung in Scheveningen","Die Jungfrau von Orleans",1,"2013, 2014, 2015, 2016, 2017, 2018","HE, HH"
"66","Abendstimmung in Scheveningen","Die Kindermörderin",1,"2008, 2013, 2014","HB, HH"
"67","Abendstimmung in Scheveningen","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"68","Abendstimmung in Scheveningen","Die Marquise von O.",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"69","Abendstimmung in Scheveningen","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, HH, NI, SN"
"70","Abendstimmung in Scheveningen","Die Ratten",1,"2009, 2010, 2013, 2014","HH, NI"
"71","Abendstimmung in Scheveningen","Die Räuber",1,"2011, 2012, 2013, 2014","HH"
"72","Abendstimmung in Scheveningen","Die Soldaten",1,"2008, 2010, 2013, 2014","HB, HH"
"73","Abendstimmung in Scheveningen","Die Verwandlung",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, HH, NI, NW, SN"
"74","Abendstimmung in Scheveningen","Die heilige Johanna der Schlachthöfe",1,"2013, 2014, 2016, 2017, 2018, 2019","HB, HE, HH"
"75","Abendstimmung in Scheveningen","Die letzten Tage der Menschheit",1,"2009, 2013, 2014","HB, HH"
"76","Abendstimmung in Scheveningen","Die unwürdige Greisin",1,"2013, 2014, 2017, 2018, 2019","HB, HH"
"77","Abendstimmung in Scheveningen","Die verlorene Ehre der Katharina Blum",1,"2013, 2014, 2017, 2018","HH"
"78","Abendstimmung in Scheveningen","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012, 2013, 2014","HE, HH, NI"
"79","Abendstimmung in Scheveningen","Effi Briest",1,"2006, 2007, 2008, 2013, 2014, 2024, 2025, 2026","HE, HH, SH, SN"
"80","Abendstimmung in Scheveningen","Ein Volksfeind",1,"2011, 2013, 2014","HH, NI"
"81","Abendstimmung in Scheveningen","Ein Wort",1,"2006, 2007, 2013, 2014","HH, NI"
"82","Abendstimmung in Scheveningen","Ein apokalyptisches Fragment",1,"2009, 2013, 2014","HH, NI"
"83","Abendstimmung in Scheveningen","Einer",1,"2010, 2013, 2014","HH"
"84","Abendstimmung in Scheveningen","Emigranten-Monolog",1,"2013, 2014","HH"
"85","Abendstimmung in Scheveningen","Emilia Galotti",1,"2007, 2009, 2013, 2014, 2019, 2020, 2024, 2025, 2026","HB, HH, SN"
"86","Abendstimmung in Scheveningen","Entdeckung an einer jungen Frau",1,"2012, 2013, 2014","HH, NI"
"87","Abendstimmung in Scheveningen","Erstes Leid",1,"2013, 2014","HH, NI"
"88","Abendstimmung in Scheveningen","Fabian. Die Geschichte eines Moralisten",1,"2013, 2014, 2020","HH, NI"
"89","Abendstimmung in Scheveningen","Faserland",1,"2010, 2011, 2013, 2014","HB, HH, NI"
"90","Abendstimmung in Scheveningen","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"91","Abendstimmung in Scheveningen","Faust II",1,"2013, 2014, 2015","HH, NI"
"92","Abendstimmung in Scheveningen","Franziska Linkerhand",1,"2009, 2013, 2014","HH"
"93","Abendstimmung in Scheveningen","Frau Jenny Treibel",1,"2013, 2014, 2015, 2016","HE, HH"
"94","Abendstimmung in Scheveningen","Früh im Wagen",1,"2009, 2013, 2014","HH, NI"
"95","Abendstimmung in Scheveningen","Furor. Theater der Gegenwart",1,"2013, 2014, 2026","HH, SL"
"96","Abendstimmung in Scheveningen","Gehen, ging, gegangen",1,"2013, 2014, 2019","HH, NI"
"97","Abendstimmung in Scheveningen","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2009, 2010, 2013, 2014","HH, NI"
"98","Abendstimmung in Scheveningen","Halbschatten",1,"2013, 2014, 2016, 2017, 2018","HE, HH"
"99","Abendstimmung in Scheveningen","Hamlet",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","HH, SN"
"100","Abendstimmung in Scheveningen","Heeresbericht",1,"2008, 2009, 2013, 2014","HB, HH"
"101","Abendstimmung in Scheveningen","Heimsuchung",1,"2013, 2014, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"102","Abendstimmung in Scheveningen","Heldenplatz",1,"2006, 2013, 2014","HH, SN"
"103","Abendstimmung in Scheveningen","Herkunft",1,"2013, 2014, 2023, 2024, 2025","HB, HH"
"104","Abendstimmung in Scheveningen","Herr Lehmann",1,"2010, 2011, 2013, 2014","HB, HH"
"105","Abendstimmung in Scheveningen","Hikikomori",1,"2013, 2014, 2020, 2021, 2022","HB, HH"
"106","Abendstimmung in Scheveningen","Hiob",1,"2006, 2013, 2014, 2015, 2016, 2024, 2025, 2026","HH, NW, SH, SN"
"107","Abendstimmung in Scheveningen","Homo faber",1,"2007, 2008, 2013, 2014, 2017, 2018","BW, HE, HH"
"108","Abendstimmung in Scheveningen","Hälfte des Lebens",1,"2006, 2013, 2014","HH, NI"
"109","Abendstimmung in Scheveningen","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2013, 2014","HH, NI"
"110","Abendstimmung in Scheveningen","Im Krebsgang",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014","HH, SN"
"111","Abendstimmung in Scheveningen","Im Kreise gelausen",1,"2013, 2014","HH"
"112","Abendstimmung in Scheveningen","Im Westen Nichts Neues",1,"2008, 2009, 2013, 2014, 2016","HB, HH, NI"
"113","Abendstimmung in Scheveningen","In Stahlgewitter",1,"2013, 2014, 2016","HH, NI"
"114","Abendstimmung in Scheveningen","In der Strafkolonie",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HH, SN"
"115","Abendstimmung in Scheveningen","In seiner frühen Kindheit ein Garten",1,"2011, 2012, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, SN"
"116","Abendstimmung in Scheveningen","Ingrid Babendererde. Reifeprüfung 1953",1,"2013, 2014, 2017","HH, NI"
"117","Abendstimmung in Scheveningen","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"118","Abendstimmung in Scheveningen","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2014, 2018","HE, HH, NI"
"119","Abendstimmung in Scheveningen","Italienische Reise",1,"2013, 2014, 2021","HH, NI"
"120","Abendstimmung in Scheveningen","Jakob der Lügner",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020","HB, HH, SN"
"121","Abendstimmung in Scheveningen","Kabale und Liebe",1,"2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"122","Abendstimmung in Scheveningen","Kaspar Hauser Lied",1,"2007, 2013, 2014","HH, NI"
"123","Abendstimmung in Scheveningen","Katz und Maus",1,"2006, 2013, 2014, 2022","BB, HH, NI"
"124","Abendstimmung in Scheveningen","Klein Zaches genannt Zinnober",1,"2013, 2014, 2015, 2016","BB, BE, HH"
"125","Abendstimmung in Scheveningen","Kleiner Mann - was nun?",1,"2013, 2014, 2015, 2016, 2020","HB, HH, NI"
"126","Abendstimmung in Scheveningen","König Ödipus",1,"2013, 2014, 2015, 2016","HH"
"127","Abendstimmung in Scheveningen","Landnahme",1,"2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HH, SN"
"128","Abendstimmung in Scheveningen","Lass rauschen, Lieb, lass rauschen",1,"2009, 2013, 2014","HH, NI"
"129","Abendstimmung in Scheveningen","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2021, 2022, 2023, 2024, 2025","BW, HE, HH, SN"
"130","Abendstimmung in Scheveningen","Lenz",1,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","HB, HE, HH, NI"
"131","Abendstimmung in Scheveningen","Leonce und Lena",1,"2009, 2010, 2013, 2014, 2024","HB, HH, NI"
"132","Abendstimmung in Scheveningen","Linguistik",1,"2006, 2013, 2014","HH, NI"
"133","Abendstimmung in Scheveningen","Lob des Lernens",1,"2011, 2013, 2014","HH, NI"
"134","Abendstimmung in Scheveningen","Lob des Zweifels",1,"2011, 2013, 2014","HH, NI"
"135","Abendstimmung in Scheveningen","Maifest",1,"2010, 2013, 2014","HH, NI"
"136","Abendstimmung in Scheveningen","Man frage nicht",1,"2013, 2014","HH"
"137","Abendstimmung in Scheveningen","Maria Magdalena",1,"2013, 2014, 2019, 2020","HH"
"138","Abendstimmung in Scheveningen","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"139","Abendstimmung in Scheveningen","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"140","Abendstimmung in Scheveningen","Masse-Mensch",1,"2013, 2014, 2015, 2016","HB, HH"
"141","Abendstimmung in Scheveningen","Mathilde Möhring",1,"2006, 2007, 2013, 2014","HH, NI"
"142","Abendstimmung in Scheveningen","Medea",1,"2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HH, SN"
"143","Abendstimmung in Scheveningen","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, NI, SN"
"144","Abendstimmung in Scheveningen","Mein blaues Klavier",1,"2013, 2014","HH"
"145","Abendstimmung in Scheveningen","Meine Emancipation",1,"2013, 2014, 2021, 2022, 2023","HB, HH"
"146","Abendstimmung in Scheveningen","Mephisto",1,"2006, 2013, 2014","HH, SN"
"147","Abendstimmung in Scheveningen","Michael Kohlhaas",1,"2007, 2009, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"148","Abendstimmung in Scheveningen","Miss Sara Sampson",1,"2013, 2014, 2024, 2025, 2026","HB, HH"
"149","Abendstimmung in Scheveningen","Mondnacht",1,"2009, 2013, 2014","HH, NI"
"150","Abendstimmung in Scheveningen","Mutterliebe",1,"2011, 2013, 2014","HH, NI"
"151","Abendstimmung in Scheveningen","Nach Mitternacht",1,"2013, 2014, 2026","HB, HH"
"152","Abendstimmung in Scheveningen","Nachtcafé",1,"2007, 2013, 2014","HH, NI"
"153","Abendstimmung in Scheveningen","Nachts ist es leise in Teheran",1,"2013, 2014, 2023, 2024, 2025","HB, HH"
"154","Abendstimmung in Scheveningen","Nathan der Weise",1,"2013, 2014, 2015, 2016, 2019, 2021, 2022, 2023","BB, BE, HH, NI, NW, SL"
"155","Abendstimmung in Scheveningen","Penthesilea",1,"2009, 2013, 2014","HH"
"156","Abendstimmung in Scheveningen","Peter Schlemihls wundersame Geschichte",1,"2013, 2014, 2015, 2016, 2017","HB, HH"
"157","Abendstimmung in Scheveningen","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"158","Abendstimmung in Scheveningen","Professor Unrat",1,"2008, 2013, 2014","HH"
"159","Abendstimmung in Scheveningen","Prometheus",1,"2006, 2013, 2014","HH, NI"
"160","Abendstimmung in Scheveningen","Räuberbande",1,"2013, 2014","HH"
"161","Abendstimmung in Scheveningen","Römische Elegien",1,"2012, 2013, 2014, 2021","HH, NI"
"162","Abendstimmung in Scheveningen","Schachnovelle",1,"2007, 2009, 2013, 2014","HH, SN"
"163","Abendstimmung in Scheveningen","Schlechte Zeiten für Lyrik",1,"2007, 2013, 2014","HH, NI"
"164","Abendstimmung in Scheveningen","Seeschlacht",1,"2008, 2009, 2013, 2014","HB, HH"
"165","Abendstimmung in Scheveningen","Sommerhaus, später",1,"2013, 2014, 2019","HH, NW"
"166","Abendstimmung in Scheveningen","Sprachgitter",1,"2006, 2013, 2014","HH, NI"
"167","Abendstimmung in Scheveningen","Tauben fliegen auf",1,"2013, 2014, 2023, 2024, 2025","HB, HH"
"168","Abendstimmung in Scheveningen","Tauben im Gras",1,"2009, 2013, 2014, 2015","HH, NW"
"169","Abendstimmung in Scheveningen","Terror",1,"2013, 2014, 2022, 2023","HH, SL"
"170","Abendstimmung in Scheveningen","Tod in Venedig",1,"2006, 2013, 2014","HH, SN"
"171","Abendstimmung in Scheveningen","Tonio Kröger",1,"2009, 2010, 2011, 2012, 2013, 2014","HH, SN"
"172","Abendstimmung in Scheveningen","Top Dogs",1,"2006, 2013, 2014","HH, NI"
"173","Abendstimmung in Scheveningen","Transit",1,"2013, 2014, 2021, 2022","HH"
"174","Abendstimmung in Scheveningen","Under der linden",1,"2012, 2013, 2014","HH, NI"
"175","Abendstimmung in Scheveningen","Undine",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HH, SN"
"176","Abendstimmung in Scheveningen","Unter der Drachenwand",1,"2013, 2014, 2022, 2023, 2024, 2025","HH, NI, NW"
"177","Abendstimmung in Scheveningen","Verbrechen",1,"2013, 2014, 2017, 2018","HH"
"178","Abendstimmung in Scheveningen","Von deutscher Baukunst",1,"2010, 2013, 2014","HH, NI"
"179","Abendstimmung in Scheveningen","Von morgens bis mitternachts",1,"2013, 2014, 2015, 2016","HB, HH"
"180","Abendstimmung in Scheveningen","Vor Sonnenaufgang",1,"2009, 2013, 2014","HH"
"181","Abendstimmung in Scheveningen","Vor dem Fest",1,"2013, 2014, 2019, 2020","HH"
"182","Abendstimmung in Scheveningen","Weh dem, der aus der Reihe tanzt",1,"2013, 2014, 2021","HH, SL"
"183","Abendstimmung in Scheveningen","Willkommen und Abschied",1,"2010, 2013, 2014","HH, NI"
"184","Abendstimmung in Scheveningen","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"185","Abendstimmung in Scheveningen","Wünschelrute",1,"2009, 2013, 2014","HH, NI"
"186","Abendstimmung in Scheveningen","Zehn",1,"2013, 2014, 2024, 2026","HH, SH"
"187","Abendstimmung in Scheveningen","Ziehende Landschaft",1,"2013, 2014","HH"
"188","Abendstimmung in Scheveningen","Über das Marionettentheater",1,"2013, 2014, 2026","HH, NI"
"189","Abendstimmung in Scheveningen","Über die Bezeichnung Emigranten",1,"2013, 2014","HH"
"190","Abendstimmung in Scheveningen","Über die ästetische Erziehung der Menschen in einer Reihe von Briefen",1,"2013, 2014, 2021","HH, NI"
"191","Abschied von den Eltern","Ach Liebste / laß uns eilen",1,"2010, 2012","HH, NI"
"192","Abschied von den Eltern","Agnes",1,"2010, 2017, 2018","BW, HH"
"193","Abschied von den Eltern","An die Nachgeborenen",1,"2007, 2010","HH, NI"
"194","Abschied von den Eltern","Anekdote aus dem letzten preußischen Kriege",1,"2010, 2011","HH, NI"
"195","Abschied von den Eltern","Ansichten eines Clowns",1,"2009, 2010","HH"
"196","Abschied von den Eltern","Antigone",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","BB, HH, SN"
"197","Abschied von den Eltern","Appell an den Geist",1,"2010, 2023","HH, NI"
"198","Abschied von den Eltern","Aus dem Leben eines Taugenichts",1,"2010, 2011, 2015, 2016, 2017, 2019, 2020, 2021","HB, HE, HH"
"199","Abschied von den Eltern","Bahnwärter Thiel",1,"2006, 2007, 2010, 2017, 2018, 2024, 2025, 2026","HH, NI, SL, SN"
"200","Abschied von den Eltern","Bei den weißen Stiefmütterchen",1,"2010, 2012","HH, NI"
"201","Abschied von den Eltern","Bekenntnisse des Hochstaplers Felix Krull",1,"2008, 2010, 2011, 2012, 2023","BW, HH, NI"
"202","Abschied von den Eltern","Berlin Alexanderplatz",1,"2010, 2014, 2015, 2016, 2020","HB, HH, NI"
"203","Abschied von den Eltern","Blüthenstaub",1,"2010, 2022","HH, NI"
"204","Abschied von den Eltern","Brief an den Prinzen friedrich Christian II",1,"2010, 2021","HH, NI"
"205","Abschied von den Eltern","Brief des Lord Chandos",1,"2006, 2007, 2010, 2013, 2014, 2015, 2016","HE, HH, NI, NW"
"206","Abschied von den Eltern","Bruder Hitler",1,"2010, 2023","HH, NI"
"207","Abschied von den Eltern","Buddenbrooks",1,"2007, 2008, 2009, 2010, 2013, 2014","HE, HH, NW"
"208","Abschied von den Eltern","Corpus Delicti",1,"2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SL, SN"
"209","Abschied von den Eltern","Dantons Tod",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"210","Abschied von den Eltern","Das Erdbeben in Chili",1,"2010, 2011","HH, NI"
"211","Abschied von den Eltern","Das Feuer",1,"2008, 2009, 2010","HB, HH"
"212","Abschied von den Eltern","Das Göttliche",1,"2006, 2010, 2023, 2024, 2025, 2026","HH, NI, SH"
"213","Abschied von den Eltern","Das Haus in der Dorotheenstraße",1,"2010, 2019, 2020, 2021","HH, NW"
"214","Abschied von den Eltern","Das Marmorbild",1,"2007, 2008, 2009, 2010, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, HH, NI"
"215","Abschied von den Eltern","Das Muschelessen",1,"2010","HH"
"216","Abschied von den Eltern","Das Parfum",1,"2010, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH"
"217","Abschied von den Eltern","Das Schloss",1,"2010, 2014, 2015, 2016","HB, HH"
"218","Abschied von den Eltern","Das Schloss Dürande",1,"2010, 2022","BB, BE, HH"
"219","Abschied von den Eltern","Das Urteil",1,"2010, 2011, 2012, 2013","HE, HH"
"220","Abschied von den Eltern","Das kunstseidene Mädchen",1,"2006, 2010, 2025, 2026","HH, NI"
"221","Abschied von den Eltern","Der Augsburger Kreidekreis",1,"2010, 2017, 2018, 2019","HB, HH"
"222","Abschied von den Eltern","Der Besuch der alten Dame",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HH, SN"
"223","Abschied von den Eltern","Der Findling",1,"2010, 2012","HH"
"224","Abschied von den Eltern","Der Hessische Landbote",1,"2010, 2021, 2022, 2023, 2025","HB, HH, NI"
"225","Abschied von den Eltern","Der Hofmeister",1,"2010","HH"
"226","Abschied von den Eltern","Der Philister vor, in und nach der Geschichte",1,"2010, 2022","HH, NI"
"227","Abschied von den Eltern","Der Process",1,"2010, 2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, HH, NW, SN"
"228","Abschied von den Eltern","Der Russe ist einer, der Birken liebt",1,"2010, 2023, 2024, 2025","HB, HH"
"229","Abschied von den Eltern","Der Sandmann",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, HH, NW, SN"
"230","Abschied von den Eltern","Der Sonntag, an dem ich Weltmeister wurde",1,"2010","HH"
"231","Abschied von den Eltern","Der Spinnerin Nachtlied",1,"2009, 2010, 2012","HH, NI"
