"","book1","book2","count","years","states"
"1","Abendstimmung in Scheveningen","Abschied von den Eltern",1,"2010, 2013, 2014","HH"
"2","Abendstimmung in Scheveningen","Ansichten eines Clowns",1,"2009, 2013, 2014","HH"
"3","Abendstimmung in Scheveningen","Aus dem Leben eines Taugenichts",1,"2010, 2011, 2013, 2014, 2015, 2016, 2017, 2019, 2020, 2021","HB, HE, HH"
"4","Abendstimmung in Scheveningen","Bahnwärter Thiel",1,"2006, 2007, 2013, 2014, 2017, 2018, 2024, 2025, 2026","HH, NI, SL, SN"
"5","Abendstimmung in Scheveningen","Bekenntnisse des Hochstaplers Felix Krull",1,"2008, 2011, 2012, 2013, 2014, 2023","BW, HH, NI"
"6","Abendstimmung in Scheveningen","Buddenbrooks",1,"2007, 2008, 2009, 2010, 2013, 2014","HE, HH, NW"
"7","Abendstimmung in Scheveningen","Dantons Tod",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"8","Abendstimmung in Scheveningen","Das Muschelessen",1,"2010, 2013, 2014","HH"
"9","Abendstimmung in Scheveningen","Das kunstseidene Mädchen",1,"2006, 2013, 2014, 2025, 2026","HH, NI"
"10","Abendstimmung in Scheveningen","Der Findling",1,"2012, 2013, 2014","HH"
"11","Abendstimmung in Scheveningen","Der Hofmeister",1,"2010, 2013, 2014","HH"
"12","Abendstimmung in Scheveningen","Der Sonntag, an dem ich Weltmeister wurde",1,"2010, 2013, 2014","HH"
"13","Abendstimmung in Scheveningen","Der Untertan",1,"2013, 2014, 2023, 2024","HH, NI"
"14","Abendstimmung in Scheveningen","Der Verbrecher aus verlorener Ehre",1,"2013, 2014, 2017, 2018","HH"
"15","Abendstimmung in Scheveningen","Der Verschollene",1,"2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","BW, HH, SH"
"16","Abendstimmung in Scheveningen","Der zerbrochne Krug",1,"2013, 2014, 2015, 2016, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"17","Abendstimmung in Scheveningen","Deutschland. Ein Wintermärchen",1,"2006, 2013, 2014, 2017, 2018, 2021, 2022, 2023","HB, HH"
"18","Abendstimmung in Scheveningen","Die Jahre der Liebe",1,"2011, 2013, 2014","HH"
"19","Abendstimmung in Scheveningen","Die Judenbuche",1,"2013, 2014, 2017, 2018","HH"
"20","Abendstimmung in Scheveningen","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"21","Abendstimmung in Scheveningen","Die Marquise von O.",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"22","Abendstimmung in Scheveningen","Die Räuber",1,"2011, 2012, 2013, 2014","HH"
"23","Abendstimmung in Scheveningen","Die Soldaten",1,"2008, 2010, 2013, 2014","HB, HH"
"24","Abendstimmung in Scheveningen","Die verlorene Ehre der Katharina Blum",1,"2013, 2014, 2017, 2018","HH"
"25","Abendstimmung in Scheveningen","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012, 2013, 2014","HE, HH, NI"
"26","Abendstimmung in Scheveningen","Effi Briest",1,"2006, 2007, 2008, 2013, 2014, 2024, 2025, 2026","HE, HH, SH, SN"
"27","Abendstimmung in Scheveningen","Einer",1,"2010, 2013, 2014","HH"
"28","Abendstimmung in Scheveningen","Emigranten-Monolog",1,"2013, 2014","HH"
"29","Abendstimmung in Scheveningen","Emilia Galotti",1,"2007, 2009, 2013, 2014, 2019, 2020, 2024, 2025, 2026","HB, HH, SN"
"30","Abendstimmung in Scheveningen","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"31","Abendstimmung in Scheveningen","Franziska Linkerhand",1,"2009, 2013, 2014","HH"
"32","Abendstimmung in Scheveningen","Heimsuchung",1,"2013, 2014, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"33","Abendstimmung in Scheveningen","Im Krebsgang",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014","HH, SN"
"34","Abendstimmung in Scheveningen","Im Kreise gelausen",1,"2013, 2014","HH"
"35","Abendstimmung in Scheveningen","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"36","Abendstimmung in Scheveningen","Kabale und Liebe",1,"2007, 2008, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"37","Abendstimmung in Scheveningen","Katz und Maus",1,"2006, 2013, 2014, 2022","BB, HH, NI"
"38","Abendstimmung in Scheveningen","König Ödipus",1,"2013, 2014, 2015, 2016","HH"
"39","Abendstimmung in Scheveningen","Man frage nicht",1,"2013, 2014","HH"
"40","Abendstimmung in Scheveningen","Maria Magdalena",1,"2013, 2014, 2019, 2020","HH"
"41","Abendstimmung in Scheveningen","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"42","Abendstimmung in Scheveningen","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"43","Abendstimmung in Scheveningen","Mathilde Möhring",1,"2006, 2007, 2013, 2014","HH, NI"
"44","Abendstimmung in Scheveningen","Mein blaues Klavier",1,"2013, 2014","HH"
"45","Abendstimmung in Scheveningen","Michael Kohlhaas",1,"2007, 2009, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"46","Abendstimmung in Scheveningen","Penthesilea",1,"2009, 2013, 2014","HH"
"47","Abendstimmung in Scheveningen","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"48","Abendstimmung in Scheveningen","Professor Unrat",1,"2008, 2013, 2014","HH"
"49","Abendstimmung in Scheveningen","Räuberbande",1,"2013, 2014","HH"
"50","Abendstimmung in Scheveningen","Schlechte Zeiten für Lyrik",1,"2007, 2013, 2014","HH, NI"
"51","Abendstimmung in Scheveningen","Tauben im Gras",1,"2009, 2013, 2014, 2015","HH, NW"
"52","Abendstimmung in Scheveningen","Tod in Venedig",1,"2006, 2013, 2014","HH, SN"
"53","Abendstimmung in Scheveningen","Transit",1,"2013, 2014, 2021, 2022","HH"
"54","Abendstimmung in Scheveningen","Verbrechen",1,"2013, 2014, 2017, 2018","HH"
"55","Abendstimmung in Scheveningen","Vor Sonnenaufgang",1,"2009, 2013, 2014","HH"
"56","Abendstimmung in Scheveningen","Vor dem Fest",1,"2013, 2014, 2019, 2020","HH"
"57","Abendstimmung in Scheveningen","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"58","Abendstimmung in Scheveningen","Ziehende Landschaft",1,"2013, 2014","HH"
"59","Abendstimmung in Scheveningen","Über die Bezeichnung Emigranten",1,"2013, 2014","HH"
"60","Abschied von den Eltern","Ansichten eines Clowns",1,"2009, 2010","HH"
"61","Abschied von den Eltern","Aus dem Leben eines Taugenichts",1,"2010, 2011, 2015, 2016, 2017, 2019, 2020, 2021","HB, HE, HH"
"62","Abschied von den Eltern","Bahnwärter Thiel",1,"2006, 2007, 2010, 2017, 2018, 2024, 2025, 2026","HH, NI, SL, SN"
"63","Abschied von den Eltern","Bekenntnisse des Hochstaplers Felix Krull",1,"2008, 2010, 2011, 2012, 2023","BW, HH, NI"
"64","Abschied von den Eltern","Buddenbrooks",1,"2007, 2008, 2009, 2010, 2013, 2014","HE, HH, NW"
"65","Abschied von den Eltern","Dantons Tod",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"66","Abschied von den Eltern","Das Muschelessen",1,"2010","HH"
"67","Abschied von den Eltern","Das kunstseidene Mädchen",1,"2006, 2010, 2025, 2026","HH, NI"
"68","Abschied von den Eltern","Der Findling",1,"2010, 2012","HH"
"69","Abschied von den Eltern","Der Hofmeister",1,"2010","HH"
"70","Abschied von den Eltern","Der Sonntag, an dem ich Weltmeister wurde",1,"2010","HH"
"71","Abschied von den Eltern","Der Untertan",1,"2010, 2023, 2024","HH, NI"
"72","Abschied von den Eltern","Der Verbrecher aus verlorener Ehre",1,"2010, 2017, 2018","HH"
"73","Abschied von den Eltern","Der Verschollene",1,"2010, 2015, 2016, 2023, 2024, 2025, 2026","BW, HH, SH"
"74","Abschied von den Eltern","Der zerbrochne Krug",1,"2010, 2015, 2016, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"75","Abschied von den Eltern","Deutschland. Ein Wintermärchen",1,"2006, 2010, 2017, 2018, 2021, 2022, 2023","HB, HH"
"76","Abschied von den Eltern","Die Jahre der Liebe",1,"2010, 2011","HH"
"77","Abschied von den Eltern","Die Judenbuche",1,"2010, 2017, 2018","HH"
"78","Abschied von den Eltern","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2013, 2014","HB, HH, NI"
"79","Abschied von den Eltern","Die Marquise von O.",1,"2007, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"80","Abschied von den Eltern","Die Räuber",1,"2010, 2011, 2012","HH"
"81","Abschied von den Eltern","Die Soldaten",1,"2008, 2010","HB, HH"
"82","Abschied von den Eltern","Die verlorene Ehre der Katharina Blum",1,"2010, 2017, 2018","HH"
"83","Abschied von den Eltern","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2010, 2011, 2012","HE, HH, NI"
"84","Abschied von den Eltern","Effi Briest",1,"2006, 2007, 2008, 2010, 2024, 2025, 2026","HE, HH, SH, SN"
"85","Abschied von den Eltern","Einer",1,"2010","HH"
"86","Abschied von den Eltern","Emigranten-Monolog",1,"2010, 2013, 2014","HH"
"87","Abschied von den Eltern","Emilia Galotti",1,"2007, 2009, 2010, 2019, 2020, 2024, 2025, 2026","HB, HH, SN"
"88","Abschied von den Eltern","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"89","Abschied von den Eltern","Franziska Linkerhand",1,"2009, 2010","HH"
"90","Abschied von den Eltern","Heimsuchung",1,"2010, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"91","Abschied von den Eltern","Im Krebsgang",1,"2006, 2007, 2009, 2010, 2011, 2012","HH, SN"
"92","Abschied von den Eltern","Im Kreise gelausen",1,"2010, 2013, 2014","HH"
"93","Abschied von den Eltern","Iphigenie auf Tauris",1,"2006, 2007, 2010, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"94","Abschied von den Eltern","Kabale und Liebe",1,"2007, 2008, 2010, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"95","Abschied von den Eltern","Katz und Maus",1,"2006, 2010, 2022","BB, HH, NI"
"96","Abschied von den Eltern","König Ödipus",1,"2010, 2015, 2016","HH"
"97","Abschied von den Eltern","Man frage nicht",1,"2010, 2013, 2014","HH"
"98","Abschied von den Eltern","Maria Magdalena",1,"2010, 2019, 2020","HH"
"99","Abschied von den Eltern","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"100","Abschied von den Eltern","Mario und der Zauberer",1,"2006, 2010, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"101","Abschied von den Eltern","Mathilde Möhring",1,"2006, 2007, 2010","HH, NI"
"102","Abschied von den Eltern","Mein blaues Klavier",1,"2010, 2014","HH"
"103","Abschied von den Eltern","Michael Kohlhaas",1,"2007, 2009, 2010, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"104","Abschied von den Eltern","Penthesilea",1,"2009, 2010","HH"
"105","Abschied von den Eltern","Prinz Friedrich von Homburg",1,"2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"106","Abschied von den Eltern","Professor Unrat",1,"2008, 2010","HH"
"107","Abschied von den Eltern","Räuberbande",1,"2010, 2013, 2014","HH"
"108","Abschied von den Eltern","Schlechte Zeiten für Lyrik",1,"2007, 2010, 2013, 2014","HH, NI"
"109","Abschied von den Eltern","Tauben im Gras",1,"2009, 2010, 2013, 2014, 2015","HH, NW"
"110","Abschied von den Eltern","Tod in Venedig",1,"2006, 2010","HH, SN"
"111","Abschied von den Eltern","Transit",1,"2010, 2021, 2022","HH"
"112","Abschied von den Eltern","Verbrechen",1,"2010, 2017, 2018","HH"
"113","Abschied von den Eltern","Vor Sonnenaufgang",1,"2009, 2010","HH"
"114","Abschied von den Eltern","Vor dem Fest",1,"2010, 2019, 2020","HH"
"115","Abschied von den Eltern","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"116","Abschied von den Eltern","Ziehende Landschaft",1,"2010, 2013, 2014","HH"
"117","Abschied von den Eltern","Über die Bezeichnung Emigranten",1,"2010, 2013, 2014","HH"
"118","Ach Liebste / laß uns eilen","An die Nachgeborenen",1,"2007, 2012","NI"
"119","Ach Liebste / laß uns eilen","Anekdote aus dem letzten preußischen Kriege",1,"2011, 2012","NI"
"120","Ach Liebste / laß uns eilen","Appell an den Geist",1,"2012, 2023","NI"
"121","Ach Liebste / laß uns eilen","Bahnwärter Thiel",1,"2006, 2007, 2012, 2017, 2018, 2024, 2025, 2026","HH, NI, SL, SN"
"122","Ach Liebste / laß uns eilen","Bei den weißen Stiefmütterchen",1,"2012","NI"
"123","Ach Liebste / laß uns eilen","Bekenntnisse des Hochstaplers Felix Krull",1,"2008, 2011, 2012, 2023","BW, HH, NI"
"124","Ach Liebste / laß uns eilen","Berlin Alexanderplatz",1,"2012, 2014, 2015, 2016, 2020","HB, NI"
"125","Ach Liebste / laß uns eilen","Blüthenstaub",1,"2012, 2022","NI"
"126","Ach Liebste / laß uns eilen","Brief an den Prinzen friedrich Christian II",1,"2012, 2021","NI"
"127","Ach Liebste / laß uns eilen","Brief des Lord Chandos",1,"2006, 2007, 2012, 2013, 2014, 2015, 2016","HE, NI, NW"
"128","Ach Liebste / laß uns eilen","Bruder Hitler",1,"2012, 2023","NI"
"129","Ach Liebste / laß uns eilen","Dantons Tod",1,"2008, 2009, 2010, 2012, 2017, 2018","BW, HB, HH, NI"
"130","Ach Liebste / laß uns eilen","Das Erdbeben in Chili",1,"2011, 2012","NI"
"131","Ach Liebste / laß uns eilen","Das Göttliche",1,"2006, 2012, 2023, 2024, 2025, 2026","NI, SH"
"132","Ach Liebste / laß uns eilen","Das Marmorbild",1,"2007, 2008, 2009, 2012, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"133","Ach Liebste / laß uns eilen","Das kunstseidene Mädchen",1,"2006, 2012, 2025, 2026","HH, NI"
"134","Ach Liebste / laß uns eilen","Der Hessische Landbote",1,"2012, 2021, 2022, 2023, 2025","HB, NI"
"135","Ach Liebste / laß uns eilen","Der Philister vor, in und nach der Geschichte",1,"2012, 2022","NI"
"136","Ach Liebste / laß uns eilen","Der Spinnerin Nachtlied",1,"2009, 2012","NI"
"137","Ach Liebste / laß uns eilen","Der Untertan",1,"2012, 2023, 2024","HH, NI"
"138","Ach Liebste / laß uns eilen","Der Zauberlehrling",1,"2011, 2012","NI"
"139","Ach Liebste / laß uns eilen","Der ewige Spießer",1,"2012, 2025","NI"
"140","Ach Liebste / laß uns eilen","Der goldne Topf",1,"2012, 2019, 2020, 2021, 2022","BW, NI"
"141","Ach Liebste / laß uns eilen","Der zerbrochne Krug",1,"2012, 2015, 2016, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"142","Ach Liebste / laß uns eilen","Die Horen",1,"2012, 2021","NI"
"143","Ach Liebste / laß uns eilen","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2012, 2013, 2014","HB, HH, NI"
"144","Ach Liebste / laß uns eilen","Die Marquise von O.",1,"2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"145","Ach Liebste / laß uns eilen","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"146","Ach Liebste / laß uns eilen","Die Ratten",1,"2009, 2010, 2012","NI"
"147","Ach Liebste / laß uns eilen","Die Verwandlung",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"148","Ach Liebste / laß uns eilen","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012","HE, HH, NI"
"149","Ach Liebste / laß uns eilen","Ein Volksfeind",1,"2011, 2012","NI"
"150","Ach Liebste / laß uns eilen","Ein Wort",1,"2006, 2007, 2012","NI"
"151","Ach Liebste / laß uns eilen","Ein apokalyptisches Fragment",1,"2009, 2012","NI"
"152","Ach Liebste / laß uns eilen","Entdeckung an einer jungen Frau",1,"2012","NI"
"153","Ach Liebste / laß uns eilen","Erstes Leid",1,"2012, 2014","NI"
"154","Ach Liebste / laß uns eilen","Fabian. Die Geschichte eines Moralisten",1,"2012, 2020","NI"
"155","Ach Liebste / laß uns eilen","Faserland",1,"2010, 2011, 2012, 2013","HB, NI"
"156","Ach Liebste / laß uns eilen","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"157","Ach Liebste / laß uns eilen","Faust II",1,"2012, 2015","NI"
"158","Ach Liebste / laß uns eilen","Früh im Wagen",1,"2009, 2012","NI"
"159","Ach Liebste / laß uns eilen","Gehen, ging, gegangen",1,"2012, 2019","NI"
"160","Ach Liebste / laß uns eilen","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2009, 2010, 2012","NI"
"161","Ach Liebste / laß uns eilen","Heimsuchung",1,"2012, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"162","Ach Liebste / laß uns eilen","Hälfte des Lebens",1,"2006, 2012","NI"
"163","Ach Liebste / laß uns eilen","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2012","NI"
"164","Ach Liebste / laß uns eilen","Im Westen Nichts Neues",1,"2008, 2009, 2012, 2016","HB, NI"
"165","Ach Liebste / laß uns eilen","In Stahlgewitter",1,"2012, 2016","NI"
"166","Ach Liebste / laß uns eilen","Ingrid Babendererde. Reifeprüfung 1953",1,"2012, 2017","NI"
"167","Ach Liebste / laß uns eilen","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"168","Ach Liebste / laß uns eilen","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2018","HE, NI"
"169","Ach Liebste / laß uns eilen","Italienische Reise",1,"2012, 2021","NI"
"170","Ach Liebste / laß uns eilen","Kabale und Liebe",1,"2007, 2008, 2012, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"171","Ach Liebste / laß uns eilen","Kaspar Hauser Lied",1,"2007, 2012","NI"
"172","Ach Liebste / laß uns eilen","Katz und Maus",1,"2006, 2012, 2022","BB, HH, NI"
"173","Ach Liebste / laß uns eilen","Kleiner Mann - was nun?",1,"2012, 2014, 2015, 2016, 2020","HB, NI"
"174","Ach Liebste / laß uns eilen","Lass rauschen, Lieb, lass rauschen",1,"2009, 2012","NI"
"175","Ach Liebste / laß uns eilen","Lenz",1,"2007, 2008, 2009, 2010, 2012, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"176","Ach Liebste / laß uns eilen","Leonce und Lena",1,"2009, 2010, 2012, 2024","HB, NI"
"177","Ach Liebste / laß uns eilen","Linguistik",1,"2006, 2012","NI"
"178","Ach Liebste / laß uns eilen","Lob des Lernens",1,"2011, 2012","NI"
"179","Ach Liebste / laß uns eilen","Lob des Zweifels",1,"2011, 2012","NI"
"180","Ach Liebste / laß uns eilen","Maifest",1,"2010, 2012","NI"
"181","Ach Liebste / laß uns eilen","Mario und der Zauberer",1,"2006, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"182","Ach Liebste / laß uns eilen","Mathilde Möhring",1,"2006, 2007, 2012","HH, NI"
"183","Ach Liebste / laß uns eilen","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"184","Ach Liebste / laß uns eilen","Mondnacht",1,"2009, 2012","NI"
"185","Ach Liebste / laß uns eilen","Mutterliebe",1,"2011, 2012","NI"
"186","Ach Liebste / laß uns eilen","Nachtcafé",1,"2007, 2012","NI"
"187","Ach Liebste / laß uns eilen","Nathan der Weise",1,"2012, 2015, 2016, 2019, 2021, 2022, 2023","BB, BE, NI, NW, SL"
"188","Ach Liebste / laß uns eilen","Prometheus",1,"2006, 2012","NI"
"189","Ach Liebste / laß uns eilen","Römische Elegien",1,"2012, 2021","NI"
"190","Ach Liebste / laß uns eilen","Schlechte Zeiten für Lyrik",1,"2007, 2012, 2013, 2014","HH, NI"
"191","Ach Liebste / laß uns eilen","Sprachgitter",1,"2006, 2012","NI"
"192","Ach Liebste / laß uns eilen","Top Dogs",1,"2006, 2012","NI"
"193","Ach Liebste / laß uns eilen","Under der linden",1,"2012","NI"
"194","Ach Liebste / laß uns eilen","Unter der Drachenwand",1,"2012, 2022, 2023, 2024, 2025","NI, NW"
"195","Ach Liebste / laß uns eilen","Von deutscher Baukunst",1,"2010, 2012","NI"
"196","Ach Liebste / laß uns eilen","Willkommen und Abschied",1,"2010, 2012","NI"
"197","Ach Liebste / laß uns eilen","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"198","Ach Liebste / laß uns eilen","Wünschelrute",1,"2009, 2012","NI"
"199","Ach Liebste / laß uns eilen","Über das Marionettentheater",1,"2012, 2026","NI"
"200","Ach Liebste / laß uns eilen","Über die ästetische Erziehung der Menschen in einer Reihe von Briefen",1,"2012, 2021","NI"
"201","Agnes","Bekenntnisse des Hochstaplers Felix Krull",1,"2008, 2011, 2012, 2017, 2018, 2023","BW, HH, NI"
"202","Agnes","Corpus Delicti",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"203","Agnes","Dantons Tod",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"204","Agnes","Das Marmorbild",1,"2007, 2008, 2009, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"205","Agnes","Der Steppenwolf",1,"2007, 2009, 2010, 2011, 2012, 2017, 2018, 2019, 2020, 2021, 2022","BW, SN"
"206","Agnes","Der Trafikant",1,"2017, 2018, 2021, 2022, 2023, 2024, 2025","BW, NW"
"207","Agnes","Der Verlorene",1,"2017, 2018, 2021","BW"
"208","Agnes","Der Verschollene",1,"2015, 2016, 2017, 2018, 2023, 2024, 2025, 2026","BW, HH, SH"
"209","Agnes","Der goldne Topf",1,"2017, 2018, 2019, 2020, 2021, 2022","BW, NI"
"210","Agnes","Der gute Gott von Manhattan",1,"2017, 2018, 2021","BW"
"211","Agnes","Der zerbrochne Krug",1,"2015, 2016, 2017, 2018, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"212","Agnes","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"213","Agnes","Heimsuchung",1,"2017, 2018, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"214","Agnes","Homo faber",1,"2007, 2008, 2017, 2018","BW, HE"
"215","Agnes","In der Strafkolonie",1,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"216","Agnes","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BW, HE, SN"
"217","Agnes","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"218","Agnes","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"219","An die Nachgeborenen","Anekdote aus dem letzten preußischen Kriege",1,"2007, 2011","NI"
"220","An die Nachgeborenen","Appell an den Geist",1,"2007, 2023","NI"
"221","An die Nachgeborenen","Bahnwärter Thiel",1,"2006, 2007, 2017, 2018, 2024, 2025, 2026","HH, NI, SL, SN"
"222","An die Nachgeborenen","Bei den weißen Stiefmütterchen",1,"2007, 2012","NI"
"223","An die Nachgeborenen","Bekenntnisse des Hochstaplers Felix Krull",1,"2007, 2008, 2011, 2012, 2023","BW, HH, NI"
"224","An die Nachgeborenen","Berlin Alexanderplatz",1,"2007, 2014, 2015, 2016, 2020","HB, NI"
"225","An die Nachgeborenen","Blüthenstaub",1,"2007, 2022","NI"
"226","An die Nachgeborenen","Brief an den Prinzen friedrich Christian II",1,"2007, 2021","NI"
"227","An die Nachgeborenen","Brief des Lord Chandos",1,"2006, 2007, 2013, 2014, 2015, 2016","HE, NI, NW"
"228","An die Nachgeborenen","Bruder Hitler",1,"2007, 2023","NI"
"229","An die Nachgeborenen","Dantons Tod",1,"2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"230","An die Nachgeborenen","Das Erdbeben in Chili",1,"2007, 2011","NI"
"231","An die Nachgeborenen","Das Göttliche",1,"2006, 2007, 2023, 2024, 2025, 2026","NI, SH"
"232","An die Nachgeborenen","Das Marmorbild",1,"2007, 2008, 2009, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"233","An die Nachgeborenen","Das kunstseidene Mädchen",1,"2006, 2007, 2025, 2026","HH, NI"
"234","An die Nachgeborenen","Der Hessische Landbote",1,"2007, 2021, 2022, 2023, 2025","HB, NI"
