"","book1","book2","count","years","states"
"1575","Corpus Delicti","Schachnovelle",1,"2007, 2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1576","Corpus Delicti","Seeschlacht",1,"2008, 2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1577","Corpus Delicti","Tauben fliegen auf",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1578","Corpus Delicti","Terror",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1579","Corpus Delicti","Tod in Venedig",1,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, SL, SN"
"1580","Corpus Delicti","Tonio Kröger",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1581","Corpus Delicti","Undine",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1582","Corpus Delicti","Von morgens bis mitternachts",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1583","Corpus Delicti","Weh dem, der aus der Reihe tanzt",1,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, SL, SN"
"1584","Corpus Delicti","Woyzeck",6,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SL, SN"
"1585","Dantons Tod","Das Erdbeben in Chili",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1586","Dantons Tod","Das Feuer",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1587","Dantons Tod","Das Göttliche",1,"2006, 2008, 2009, 2010, 2017, 2018, 2023, 2024, 2025, 2026","BW, HB, HH, NI, SH"
"1588","Dantons Tod","Das Marmorbild",2,"2007, 2008, 2009, 2010, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HB, HE, HH, NI"
"1589","Dantons Tod","Das Muschelessen",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1590","Dantons Tod","Das Schloss",1,"2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","BW, HB, HH, NI"
"1591","Dantons Tod","Das kunstseidene Mädchen",2,"2006, 2008, 2009, 2010, 2017, 2018, 2025, 2026","BW, HB, HH, NI"
"1592","Dantons Tod","Der Augsburger Kreidekreis",1,"2008, 2009, 2010, 2017, 2018, 2019","BW, HB, HH, NI"
"1593","Dantons Tod","Der Findling",1,"2008, 2009, 2010, 2012, 2017, 2018","BW, HB, HH, NI"
"1594","Dantons Tod","Der Hessische Landbote",2,"2008, 2009, 2010, 2017, 2018, 2021, 2022, 2023, 2025","BW, HB, HH, NI"
"1595","Dantons Tod","Der Hofmeister",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1596","Dantons Tod","Der Philister vor, in und nach der Geschichte",1,"2008, 2009, 2010, 2017, 2018, 2022","BW, HB, HH, NI"
"1597","Dantons Tod","Der Process",1,"2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2026","BW, HB, HE, HH, NI, NW, SN"
"1598","Dantons Tod","Der Russe ist einer, der Birken liebt",1,"2008, 2009, 2010, 2017, 2018, 2023, 2024, 2025","BW, HB, HH, NI"
"1599","Dantons Tod","Der Sandmann",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1600","Dantons Tod","Der Sonntag, an dem ich Weltmeister wurde",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1601","Dantons Tod","Der Spinnerin Nachtlied",1,"2008, 2009, 2010, 2012, 2017, 2018","BW, HB, HH, NI"
"1602","Dantons Tod","Der Steppenwolf",1,"2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018, 2019, 2020, 2021, 2022","BW, HB, HH, NI, SN"
"1603","Dantons Tod","Der Trafikant",1,"2008, 2009, 2010, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BW, HB, HH, NI, NW"
"1604","Dantons Tod","Der Untertan",2,"2008, 2009, 2010, 2017, 2018, 2023, 2024","BW, HB, HH, NI"
"1605","Dantons Tod","Der Verbrecher aus verlorener Ehre",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1606","Dantons Tod","Der Verlorene",1,"2008, 2009, 2010, 2017, 2018, 2021","BW, HB, HH, NI"
"1607","Dantons Tod","Der Verschollene",2,"2008, 2009, 2010, 2015, 2016, 2017, 2018, 2023, 2024, 2025, 2026","BW, HB, HH, NI, SH"
"1608","Dantons Tod","Der Zauberlehrling",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1609","Dantons Tod","Der ewige Spießer",1,"2008, 2009, 2010, 2017, 2018, 2025","BW, HB, HH, NI"
"1610","Dantons Tod","Der goldne Topf",2,"2008, 2009, 2010, 2017, 2018, 2019, 2020, 2021, 2022","BW, HB, HH, NI"
"1611","Dantons Tod","Der gute Gott von Manhattan",1,"2008, 2009, 2010, 2017, 2018, 2021","BW, HB, HH, NI"
"1612","Dantons Tod","Der gute Mensch von Sezuan",1,"2008, 2009, 2010, 2017, 2018, 2019","BW, HB, HH, NI"
"1613","Dantons Tod","Der zerbrochne Krug",4,"2008, 2009, 2010, 2015, 2016, 2017, 2018, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1614","Dantons Tod","Deutschland. Ein Wintermärchen",2,"2006, 2008, 2009, 2010, 2017, 2018, 2021, 2022, 2023","BW, HB, HH, NI"
"1615","Dantons Tod","Die Dreigroschenoper",1,"2008, 2009, 2010, 2017, 2018, 2019","BW, HB, HH, NI"
"1616","Dantons Tod","Die Furcht vor der Freiheit",1,"2008, 2009, 2010, 2017, 2018, 2025, 2026","BW, HB, HH, NI"
"1617","Dantons Tod","Die Horen",1,"2008, 2009, 2010, 2017, 2018, 2021","BW, HB, HH, NI"
"1618","Dantons Tod","Die Jahre der Liebe",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1619","Dantons Tod","Die Judenbuche",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1620","Dantons Tod","Die Kindermörderin",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1621","Dantons Tod","Die Leiden des jungen Werthers",3,"2006, 2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1622","Dantons Tod","Die Marquise von O.",2,"2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","BW, HB, HE, HH, NI, NW"
"1623","Dantons Tod","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","BW, HB, HE, HH, NI, SN"
"1624","Dantons Tod","Die Ratten",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1625","Dantons Tod","Die Räuber",1,"2008, 2009, 2010, 2011, 2012, 2017, 2018","BW, HB, HH, NI"
"1626","Dantons Tod","Die Soldaten",2,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1627","Dantons Tod","Die Verwandlung",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","BW, HB, HE, HH, NI, NW, SN"
"1628","Dantons Tod","Die heilige Johanna der Schlachthöfe",1,"2008, 2009, 2010, 2016, 2017, 2018, 2019","BW, HB, HE, HH, NI"
"1629","Dantons Tod","Die letzten Tage der Menschheit",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1630","Dantons Tod","Die unwürdige Greisin",1,"2008, 2009, 2010, 2017, 2018, 2019","BW, HB, HH, NI"
"1631","Dantons Tod","Die verlorene Ehre der Katharina Blum",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1632","Dantons Tod","Don Karlos: Infant von Spanien",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018","BW, HB, HE, HH, NI"
"1633","Dantons Tod","Effi Briest",1,"2006, 2007, 2008, 2009, 2010, 2017, 2018, 2024, 2025, 2026","BW, HB, HE, HH, NI, SH, SN"
"1634","Dantons Tod","Ein Volksfeind",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1635","Dantons Tod","Ein Wort",1,"2006, 2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1636","Dantons Tod","Ein apokalyptisches Fragment",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1637","Dantons Tod","Einer",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1638","Dantons Tod","Emigranten-Monolog",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1639","Dantons Tod","Emilia Galotti",2,"2007, 2008, 2009, 2010, 2017, 2018, 2019, 2020, 2024, 2025, 2026","BW, HB, HH, NI, SN"
"1640","Dantons Tod","Entdeckung an einer jungen Frau",1,"2008, 2009, 2010, 2012, 2017, 2018","BW, HB, HH, NI"
"1641","Dantons Tod","Erstes Leid",1,"2008, 2009, 2010, 2014, 2017, 2018","BW, HB, HH, NI"
"1642","Dantons Tod","Fabian. Die Geschichte eines Moralisten",1,"2008, 2009, 2010, 2017, 2018, 2020","BW, HB, HH, NI"
"1643","Dantons Tod","Faserland",2,"2008, 2009, 2010, 2011, 2013, 2017, 2018","BW, HB, HH, NI"
"1644","Dantons Tod","Faust I",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1645","Dantons Tod","Faust II",1,"2008, 2009, 2010, 2015, 2017, 2018","BW, HB, HH, NI"
"1646","Dantons Tod","Franziska Linkerhand",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1647","Dantons Tod","Früh im Wagen",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1648","Dantons Tod","Gehen, ging, gegangen",1,"2008, 2009, 2010, 2017, 2018, 2019","BW, HB, HH, NI"
"1649","Dantons Tod","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1650","Dantons Tod","Heeresbericht",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1651","Dantons Tod","Heimsuchung",4,"2008, 2009, 2010, 2017, 2018, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1652","Dantons Tod","Herkunft",1,"2008, 2009, 2010, 2017, 2018, 2023, 2024, 2025","BW, HB, HH, NI"
"1653","Dantons Tod","Herr Lehmann",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1654","Dantons Tod","Hikikomori",1,"2008, 2009, 2010, 2017, 2018, 2020, 2021, 2022","BW, HB, HH, NI"
"1655","Dantons Tod","Homo faber",1,"2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HE, HH, NI"
"1656","Dantons Tod","Hälfte des Lebens",1,"2006, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1657","Dantons Tod","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1658","Dantons Tod","Im Krebsgang",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018","BW, HB, HH, NI, SN"
"1659","Dantons Tod","Im Kreise gelausen",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1660","Dantons Tod","Im Westen Nichts Neues",2,"2008, 2009, 2010, 2016, 2017, 2018","BW, HB, HH, NI"
"1661","Dantons Tod","In Stahlgewitter",1,"2008, 2009, 2010, 2016, 2017, 2018","BW, HB, HH, NI"
"1662","Dantons Tod","In der Strafkolonie",2,"2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HH, NI, SN"
"1663","Dantons Tod","Ingrid Babendererde. Reifeprüfung 1953",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1664","Dantons Tod","Iphigenie auf Tauris",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2021, 2022","BB, BE, BW, HB, HH, NI, NW"
"1665","Dantons Tod","Irrungen, Wirrungen",1,"2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018","BW, HB, HE, HH, NI"
"1666","Dantons Tod","Italienische Reise",1,"2008, 2009, 2010, 2017, 2018, 2021","BW, HB, HH, NI"
"1667","Dantons Tod","Jakob der Lügner",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020","BW, HB, HH, NI, SN"
"1668","Dantons Tod","Kabale und Liebe",3,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SH"
"1669","Dantons Tod","Kaspar Hauser Lied",1,"2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1670","Dantons Tod","Katz und Maus",2,"2006, 2008, 2009, 2010, 2017, 2018, 2022","BB, BW, HB, HH, NI"
"1671","Dantons Tod","Kleiner Mann - was nun?",2,"2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2020","BW, HB, HH, NI"
"1672","Dantons Tod","König Ödipus",1,"2008, 2009, 2010, 2015, 2016, 2017, 2018","BW, HB, HH, NI"
"1673","Dantons Tod","Lass rauschen, Lieb, lass rauschen",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1674","Dantons Tod","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017, 2018, 2021, 2022, 2023, 2024, 2025","BW, HB, HE, HH, NI, SN"
"1675","Dantons Tod","Lenz",2,"2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","BW, HB, HE, HH, NI"
"1676","Dantons Tod","Leonce und Lena",2,"2008, 2009, 2010, 2017, 2018, 2024","BW, HB, HH, NI"
"1677","Dantons Tod","Linguistik",1,"2006, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1678","Dantons Tod","Lob des Lernens",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1679","Dantons Tod","Lob des Zweifels",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1680","Dantons Tod","Maifest",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1681","Dantons Tod","Man frage nicht",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1682","Dantons Tod","Maria Magdalena",1,"2008, 2009, 2010, 2017, 2018, 2019, 2020","BW, HB, HH, NI"
"1683","Dantons Tod","Maria Stuart",2,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, SH, SN"
"1684","Dantons Tod","Mario und der Zauberer",4,"2006, 2008, 2009, 2010, 2013, 2014, 2015, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1685","Dantons Tod","Masse-Mensch",1,"2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","BW, HB, HH, NI"
"1686","Dantons Tod","Mathilde Möhring",2,"2006, 2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1687","Dantons Tod","Medea. Stimmen",1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, SN"
"1688","Dantons Tod","Mein blaues Klavier",1,"2008, 2009, 2010, 2014, 2017, 2018","BW, HB, HH, NI"
"1689","Dantons Tod","Meine Emancipation",1,"2008, 2009, 2010, 2017, 2018, 2021, 2022, 2023","BW, HB, HH, NI"
"1690","Dantons Tod","Michael Kohlhaas",2,"2007, 2008, 2009, 2010, 2017, 2018, 2019, 2020, 2021, 2026","BW, HB, HE, HH, NI, SH, SN"
"1691","Dantons Tod","Miss Sara Sampson",1,"2008, 2009, 2010, 2017, 2018, 2024, 2025, 2026","BW, HB, HH, NI"
"1692","Dantons Tod","Mondnacht",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1693","Dantons Tod","Mutterliebe",1,"2008, 2009, 2010, 2011, 2017, 2018","BW, HB, HH, NI"
"1694","Dantons Tod","Nach Mitternacht",1,"2008, 2009, 2010, 2017, 2018, 2026","BW, HB, HH, NI"
"1695","Dantons Tod","Nachtcafé",1,"2007, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1696","Dantons Tod","Nachts ist es leise in Teheran",1,"2008, 2009, 2010, 2017, 2018, 2023, 2024, 2025","BW, HB, HH, NI"
"1697","Dantons Tod","Nathan der Weise",1,"2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023","BB, BE, BW, HB, HH, NI, NW, SL"
"1698","Dantons Tod","Penthesilea",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1699","Dantons Tod","Peter Schlemihls wundersame Geschichte",1,"2008, 2009, 2010, 2015, 2016, 2017, 2018","BW, HB, HH, NI"
"1700","Dantons Tod","Prinz Friedrich von Homburg",1,"2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","BW, HB, HE, HH, NI, NW"
"1701","Dantons Tod","Professor Unrat",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1702","Dantons Tod","Prometheus",1,"2006, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1703","Dantons Tod","Räuberbande",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1704","Dantons Tod","Römische Elegien",1,"2008, 2009, 2010, 2012, 2017, 2018, 2021","BW, HB, HH, NI"
"1705","Dantons Tod","Schlechte Zeiten für Lyrik",2,"2007, 2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1706","Dantons Tod","Seeschlacht",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1707","Dantons Tod","Sprachgitter",1,"2006, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1708","Dantons Tod","Tauben fliegen auf",1,"2008, 2009, 2010, 2017, 2018, 2023, 2024, 2025","BW, HB, HH, NI"
"1709","Dantons Tod","Tauben im Gras",1,"2008, 2009, 2010, 2013, 2014, 2015, 2017, 2018","BW, HB, HH, NI, NW"
"1710","Dantons Tod","Tod in Venedig",1,"2006, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI, SN"
"1711","Dantons Tod","Top Dogs",1,"2006, 2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1712","Dantons Tod","Transit",1,"2008, 2009, 2010, 2017, 2018, 2021, 2022","BW, HB, HH, NI"
"1713","Dantons Tod","Under der linden",1,"2008, 2009, 2010, 2012, 2017, 2018","BW, HB, HH, NI"
"1714","Dantons Tod","Unter der Drachenwand",1,"2008, 2009, 2010, 2017, 2018, 2022, 2023, 2024, 2025","BW, HB, HH, NI, NW"
"1715","Dantons Tod","Verbrechen",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1716","Dantons Tod","Von deutscher Baukunst",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1717","Dantons Tod","Von morgens bis mitternachts",1,"2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018","BW, HB, HH, NI"
"1718","Dantons Tod","Vor Sonnenaufgang",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1719","Dantons Tod","Vor dem Fest",1,"2008, 2009, 2010, 2017, 2018, 2019, 2020","BW, HB, HH, NI"
"1720","Dantons Tod","Willkommen und Abschied",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1721","Dantons Tod","Woyzeck",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"1722","Dantons Tod","Wünschelrute",1,"2008, 2009, 2010, 2017, 2018","BW, HB, HH, NI"
"1723","Dantons Tod","Ziehende Landschaft",1,"2008, 2009, 2010, 2013, 2014, 2017, 2018","BW, HB, HH, NI"
"1724","Das Erdbeben in Chili","Das Göttliche",1,"2006, 2011, 2023, 2024, 2025, 2026","NI, SH"
"1725","Das Erdbeben in Chili","Das Marmorbild",1,"2007, 2008, 2009, 2011, 2021, 2022, 2023, 2024, 2025","BB, BE, BW, HE, NI"
"1726","Das Erdbeben in Chili","Das kunstseidene Mädchen",1,"2006, 2011, 2025, 2026","HH, NI"
"1727","Das Erdbeben in Chili","Der Hessische Landbote",1,"2011, 2021, 2022, 2023, 2025","HB, NI"
"1728","Das Erdbeben in Chili","Der Philister vor, in und nach der Geschichte",1,"2011, 2022","NI"
"1729","Das Erdbeben in Chili","Der Spinnerin Nachtlied",1,"2009, 2011, 2012","NI"
"1730","Das Erdbeben in Chili","Der Untertan",1,"2011, 2023, 2024","HH, NI"
"1731","Das Erdbeben in Chili","Der Zauberlehrling",1,"2011","NI"
"1732","Das Erdbeben in Chili","Der ewige Spießer",1,"2011, 2025","NI"
"1733","Das Erdbeben in Chili","Der goldne Topf",1,"2011, 2019, 2020, 2021, 2022","BW, NI"
"1734","Das Erdbeben in Chili","Der zerbrochne Krug",1,"2011, 2015, 2016, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1735","Das Erdbeben in Chili","Die Horen",1,"2011, 2021","NI"
"1736","Das Erdbeben in Chili","Die Leiden des jungen Werthers",1,"2006, 2008, 2010, 2011, 2013, 2014","HB, HH, NI"
"1737","Das Erdbeben in Chili","Die Marquise von O.",1,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"1738","Das Erdbeben in Chili","Die Physiker",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","HE, NI, SN"
"1739","Das Erdbeben in Chili","Die Ratten",1,"2009, 2010, 2011","NI"
"1740","Das Erdbeben in Chili","Die Verwandlung",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"1741","Das Erdbeben in Chili","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012","HE, HH, NI"
"1742","Das Erdbeben in Chili","Ein Volksfeind",1,"2011","NI"
"1743","Das Erdbeben in Chili","Ein Wort",1,"2006, 2007, 2011","NI"
"1744","Das Erdbeben in Chili","Ein apokalyptisches Fragment",1,"2009, 2011","NI"
"1745","Das Erdbeben in Chili","Entdeckung an einer jungen Frau",1,"2011, 2012","NI"
"1746","Das Erdbeben in Chili","Erstes Leid",1,"2011, 2014","NI"
"1747","Das Erdbeben in Chili","Fabian. Die Geschichte eines Moralisten",1,"2011, 2020","NI"
"1748","Das Erdbeben in Chili","Faserland",1,"2010, 2011, 2013","HB, NI"
"1749","Das Erdbeben in Chili","Faust I",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"1750","Das Erdbeben in Chili","Faust II",1,"2011, 2015","NI"
"1751","Das Erdbeben in Chili","Früh im Wagen",1,"2009, 2011","NI"
"1752","Das Erdbeben in Chili","Gehen, ging, gegangen",1,"2011, 2019","NI"
"1753","Das Erdbeben in Chili","Geschichten aus dem Wiener Wald. Volksstück in drei Teilen",1,"2009, 2010, 2011","NI"
"1754","Das Erdbeben in Chili","Heimsuchung",1,"2011, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"1755","Das Erdbeben in Chili","Hälfte des Lebens",1,"2006, 2011","NI"
"1756","Das Erdbeben in Chili","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2011","NI"
"1757","Das Erdbeben in Chili","Im Westen Nichts Neues",1,"2008, 2009, 2011, 2016","HB, NI"
"1758","Das Erdbeben in Chili","In Stahlgewitter",1,"2011, 2016","NI"
"1759","Das Erdbeben in Chili","Ingrid Babendererde. Reifeprüfung 1953",1,"2011, 2017","NI"
"1760","Das Erdbeben in Chili","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"1761","Das Erdbeben in Chili","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2018","HE, NI"
"1762","Das Erdbeben in Chili","Italienische Reise",1,"2011, 2021","NI"
"1763","Das Erdbeben in Chili","Kabale und Liebe",1,"2007, 2008, 2011, 2013, 2014, 2015, 2016, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH"
"1764","Das Erdbeben in Chili","Kaspar Hauser Lied",1,"2007, 2011","NI"
"1765","Das Erdbeben in Chili","Katz und Maus",1,"2006, 2011, 2022","BB, HH, NI"
"1766","Das Erdbeben in Chili","Kleiner Mann - was nun?",1,"2011, 2014, 2015, 2016, 2020","HB, NI"
"1767","Das Erdbeben in Chili","Lass rauschen, Lieb, lass rauschen",1,"2009, 2011","NI"
"1768","Das Erdbeben in Chili","Lenz",1,"2007, 2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"1769","Das Erdbeben in Chili","Leonce und Lena",1,"2009, 2010, 2011, 2024","HB, NI"
"1770","Das Erdbeben in Chili","Linguistik",1,"2006, 2011","NI"
"1771","Das Erdbeben in Chili","Lob des Lernens",1,"2011","NI"
"1772","Das Erdbeben in Chili","Lob des Zweifels",1,"2011","NI"
"1773","Das Erdbeben in Chili","Maifest",1,"2010, 2011","NI"
"1774","Das Erdbeben in Chili","Mario und der Zauberer",1,"2006, 2011, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"1775","Das Erdbeben in Chili","Mathilde Möhring",1,"2006, 2007, 2011","HH, NI"
"1776","Das Erdbeben in Chili","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
